Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Banco Bilbao Vizcaya Argentaria, S.A. (BME:BBVA)",BME:BBVA,Samsung Electronics Peru S.A.C.,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Banco Bilbao Vizcaya Argentaria, S.A. provides retail banking, wholesale banking, and asset management services in the United States, Spain, Mexico, Turkey, South America, and internationally. The company offers savings account, demand deposits, and time deposits; and loan products, such as residential mortgages, other households, credit card loans, loans to enterprises and public sector, as well as consumer finance. It provides insurance and asset management business, including corporate, commercial, SME, payment systems, retail, private and investment banking, pension and life insurance, leasing, factoring, and brokerage. The company provides its products through online and mobile channels. Banco Bilbao Vizcaya Argentaria, S.A. was founded in 1857 and is headquartered in Bilbao, Spain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banco Bradesco S.A. (BOVESPA:BBDC4),BOVESPA:BBDC4,Samsung Electronica da Amazonia Ltda.,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Banco Bradesco S.A., together with its subsidiaries, provides various banking products and services to individuals, corporates, and businesses in Brazil and internationally. The company operates through two segments, Banking and Insurance. It provides current, savings, click, and salary accounts; real estate credit, vehicle financing, payroll loans, mortgage loans, microcredit, leasing, and personal and installment credit; overdraft and agribusiness loans; debit and business cards; financial and security services; consortium products; car, personal accident, dental, travel, and life insurance; investment products; pension products; foreign currency exchange services; capitalization bonds; and internet banking services. Banco Bradesco S.A. was founded in 1943 and is headquartered in Osasco, Brazil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bank of America, National Association",-,"AdGear Technologies, Inc.","Subsidiary/Investment
                         ",Creditor,Asset Management and Custody Banks,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Bank of America, National Association provides banking and financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. Its Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, noninterest- and interest-bearing checking accounts, and investment accounts and products; credit and debit cards; residential mortgages; and home equity loans; as well as direct and indirect loans, such as automotive, recreational vehicle, and consumer personal loans. The company’s Global Wealth & Investment Management segment offers investment management, brokerage, banking, and trust and retirement products and services; and wealth management solutions, as well as customized solutions, including specialty asset management services. Its Global Banking segment provides lending products and services, including commercial loans, leases, commitment facilities, trade finance, and commercial real estate and asset-based lending; treasury solutions, such as treasury management, foreign exchange, and short-term investing options; and merchant services; working capital management solutions; debt and equity underwriting and distribution; and merger-related and other advisory services. The company’s Global Markets segment offers market-making, financing, securities clearing, settlement, and custody services, as well as risk management products using interest rates, equity, credit, currency and commodity derivatives, foreign exchange, fixed-income, and mortgage-related products. Bank of America, National Association was founded in 1904 and is based in Charlotte, North Carolina. Bank of America, National Association operates as a subsidiary of BAC North America Holding Company.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bank of America, National Association",-,"Samsung Electronics America, Inc.","Subsidiary/Investment
                         ",Creditor,Asset Management and Custody Banks,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Bank of America, National Association provides banking and financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. Its Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, noninterest- and interest-bearing checking accounts, and investment accounts and products; credit and debit cards; residential mortgages; and home equity loans; as well as direct and indirect loans, such as automotive, recreational vehicle, and consumer personal loans. The company’s Global Wealth & Investment Management segment offers investment management, brokerage, banking, and trust and retirement products and services; and wealth management solutions, as well as customized solutions, including specialty asset management services. Its Global Banking segment provides lending products and services, including commercial loans, leases, commitment facilities, trade finance, and commercial real estate and asset-based lending; treasury solutions, such as treasury management, foreign exchange, and short-term investing options; and merchant services; working capital management solutions; debt and equity underwriting and distribution; and merger-related and other advisory services. The company’s Global Markets segment offers market-making, financing, securities clearing, settlement, and custody services, as well as risk management products using interest rates, equity, credit, currency and commodity derivatives, foreign exchange, fixed-income, and mortgage-related products. Bank of America, National Association was founded in 1904 and is based in Charlotte, North Carolina. Bank of America, National Association operates as a subsidiary of BAC North America Holding Company.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bank of America, National Association",-,Samsung Electronics Canada Inc.,"Subsidiary/Investment
                         ",Creditor,Asset Management and Custody Banks,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Bank of America, National Association provides banking and financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. Its Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, noninterest- and interest-bearing checking accounts, and investment accounts and products; credit and debit cards; residential mortgages; and home equity loans; as well as direct and indirect loans, such as automotive, recreational vehicle, and consumer personal loans. The company’s Global Wealth & Investment Management segment offers investment management, brokerage, banking, and trust and retirement products and services; and wealth management solutions, as well as customized solutions, including specialty asset management services. Its Global Banking segment provides lending products and services, including commercial loans, leases, commitment facilities, trade finance, and commercial real estate and asset-based lending; treasury solutions, such as treasury management, foreign exchange, and short-term investing options; and merchant services; working capital management solutions; debt and equity underwriting and distribution; and merger-related and other advisory services. The company’s Global Markets segment offers market-making, financing, securities clearing, settlement, and custody services, as well as risk management products using interest rates, equity, credit, currency and commodity derivatives, foreign exchange, fixed-income, and mortgage-related products. Bank of America, National Association was founded in 1904 and is based in Charlotte, North Carolina. Bank of America, National Association operates as a subsidiary of BAC North America Holding Company.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beerenberg AS,-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Oil and Gas Equipment and Services,Beerenberg AS 2024 Form ,"Beerenberg AS, through its subsidiaries, provides newbuild, maintenance, modification, and lifetime extension services for the oil and gas industry in Norway and internationally. The company operates through Services and Benarx segments. It offers insulation, scaffolding, surface treatment, passive fire protection, technical cleaning, architectural outfitting, subsea, and cold cutting/mobile machining services, as well as rope access techniques and habitat solutions. The company provides decorator, engineering, facilitation, and robotic services. In addition, it offers thermal, acoustic, and fire insulation, enclosure and weather protection, and accessories. Further, the company provides corrosion under insulation products. It serves energy, transportation, and construction sectors. The company was founded in 1977 and is headquartered in Kokstad, Norway. As of November 12, 2024, Beerenberg AS operates as a subsidiary of Altrad Investment Authority S.A.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHG Retail REIT (SGX:BMGU),SGX:BMGU,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Landlord,Retail REITs,BHG Retail REIT (SGX:BMGU) 2023 Form Doc,"BHG Retail REIT is the first pure-play China Retail REIT sponsored by a leading China integrated retail group. The REIT was listed on the Main Board of the Singapore Exchange Securities Trading Limited on 11 December 2015. The principal investment strategy of BHG Retail REIT is to invest, directly or indirectly, in a diversified portfolio of income-producing real estate which is used primarily for retail purposes (whether either wholly or partially), as well as real estate-related assets in relation to the foregoing, with an initial focus on China. As at 31 December 2023, the REIT’s portfolio comprises six retail properties, Beijing Wanliu (60%), Chengdu Konggang, Hefei Mengchenglu, Hefei Changjiangxilu, Xining Huayuan, Dalian Jinsanjiao located in Tier 1, Tier 2 and other cities of significant economic potential in China. The portfolio gross floor area of about 311,691 sqm, has a committed occupancy of 95.6% as at 31 December 2023. As at the latest date of valuation, total appraised value was approximately RMB 4,723 million. Under voluntary right of first refusal agreements, properties may potentially be offered to BHG Retail REIT as future pipeline assets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNP Paribas SA (ENXTPA:BNP),ENXTPA:BNP,P.T. Samsung Electronics Indonesia,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","BNP Paribas SA provides various banking and financial products and services in Europe, the Middle East, Africa, the Americas, and the Asia Pacific. It operates through three divisions: Corporate & Institutional Banking; Commercial, Personal Banking & Services; and Investment & Protection Services. The Corporate & Institutional Banking division offers capital market, securities, investment banking, financing, risk management, cash management, and financial advisory services for corporate clients and institutional investors. The Commercial, Personal Banking & Services division provides financing and equipment leasing services, mobility, and digital banking services, as well as current accounts, savings products, bancassurance, insurance products and services, and consumer loans. The Investment & Protection Services division provides protection, savings, investment, and real estate services to support individuals, professionals, corporate clients, and institutions. The company was formerly known as Banque Nationale de Paris and changed its name to BNP Paribas SA in May 2000. BNP Paribas SA was founded in 1822 and is headquartered in Paris, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNP Paribas SA (ENXTPA:BNP),ENXTPA:BNP,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Creditor,Diversified Banks,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","BNP Paribas SA provides various banking and financial products and services in Europe, the Middle East, Africa, the Americas, and the Asia Pacific. It operates through three divisions: Corporate & Institutional Banking; Commercial, Personal Banking & Services; and Investment & Protection Services. The Corporate & Institutional Banking division offers capital market, securities, investment banking, financing, risk management, cash management, and financial advisory services for corporate clients and institutional investors. The Commercial, Personal Banking & Services division provides financing and equipment leasing services, mobility, and digital banking services, as well as current accounts, savings products, bancassurance, insurance products and services, and consumer loans. The Investment & Protection Services division provides protection, savings, investment, and real estate services to support individuals, professionals, corporate clients, and institutions. The company was formerly known as Banque Nationale de Paris and changed its name to BNP Paribas SA in May 2000. BNP Paribas SA was founded in 1822 and is headquartered in Paris, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boku, Inc. (AIM:BOKU)",AIM:BOKU,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Transaction and Payment Processing Services,"Boku, Inc. (AIM:BOKU) - Form Doc","Boku, Inc. provides local payment solutions for merchants in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. The company offers digital payments solutions, including mobile wallets, direct carrier billing, and real-time account to account payments schemes. It connects its customers through mobile network operators, digital wallets, and local banking schemes. Boku, Inc. was incorporated in 2008 and is headquartered in San Francisco, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOMESC Offshore Engineering Company Limited (SHSE:603727),SHSE:603727,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Oil and Gas Equipment and Services,BOMESC Offshore Engineering Company Limited (SHSE:603727) - Form ,"BOMESC Offshore Engineering Company Limited provides engineering, procurement, and construction (EPC) services for offshore oil and gas industries. The company provides design and construction EPC services for liquefied natural gas modules, offshore oil and gas development modules, mining modules, electronic modules, life modules, chemical injection modules, sledges, ocean engineering modules, and modules used in LNG mining, refinery, and chemical plants. It also engages in the trading of goods; asset management; contract energy management; installation and maintenance of production equipment; and mining support activities. The company operates in China, the Middle East, North and South America, Russia, Africa, Singapore, Australia, and internationally. BOMESC Offshore Engineering Company Limited was founded in 1996 and is based in Tianjin, the People’s Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bozhon Precision Industry Technology Co.,Ltd. (SHSE:688097)",SHSE:688097,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Industrial Machinery and Supplies and Components,"Bozhon Precision Industry Technology Co.,Ltd. (SHSE:688097) - Form ","Bozhon Precision Industry Technology Co.,Ltd. engages in the development, design, production, and sale of automation equipment, automated flexible production lines, automated key components, tooling, and others in China and internationally. The company is involved in industrial digitalization, intelligent workshop integration equipment, production lines, three-dimensional warehouses and software, industrial automation integrated equipment, fixtures, new energy charging and discharging equipment, laser equipment, laser equipment peripheral products technology development and technical consultation, technical service, research and development, production, system integration, engineering installation, sales, and after-sales service. It provides consulting services for digital factories, intelligent manufacturing solutions, new energy automotive products, mechanical and electronic equipment, industrial mobile cars, industrial mobile handling equipment, and related research and development, production, and sale of software. The company was founded in 2001 and is based in Suzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigade Enterprises Limited (BSE:532929),BSE:532929,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Diversified Real Estate Activities,Brigade Enterprises Limited (BSE:532929) 7/15 Form Doc,"Brigade Enterprises Limited provides real estate development, leasing, and related services in India. It operates through Real Estate, Hospitality, and Leasing segments. The company develops and sells various residential and commercial, and retail properties. It also manages hotels, state-of the-art convention centers, and recreation clubs. Brigade Enterprises Limited was founded in 1986 and is based in Bengaluru, India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookfield India Real Estate Trust (NSEI:BIRET),NSEI:BIRET,Samsung India Electronics Pvt. Ltd.,"Subsidiary/Investment
                         ",Landlord,Office REITs,Brookfield India Real Estate Trust (NSEI:BIRET) 6/23 Form Doc,"The Brookfield India Real Estate Trust is India’s only institutionally managed public commercial real estate vehicle. Sponsored by an affiliate of Brookfield Asset Management, one of the world’s largest alternative asset managers with approximately US$600 billion in assets under management, as of March 31, 2021, our goal is to be the leading owner of high quality income producing commercial real estate assets in key gateway Indian markets, which have significant barriers to entry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burstone Group Limited (JSE:BTN),JSE:BTN,Samsung Electronics South Africa (Pty) Ltd.,"Subsidiary/Investment
                         ",Landlord,Diversified REITs,Burstone Group Limited (JSE:BTN) - Form Doc,We are a fully integrated international real estate business. We invest in best-in-class assets in select markets across the world.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadence Design Systems, Inc. (NasdaqGS:CDNS)",NasdaqGS:CDNS,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Application Software,Key DevelopmentClient Announcements Nov-30-2023,"Cadence Design Systems, Inc. provides software, hardware, services, and reusable integrated circuit (IC) design blocks worldwide. The company offers functional verification services, including emulation and prototyping hardware. Its functional verification offering consists of JasperGold, a formal verification platform; Xcelium, a parallel logic simulation platform; Palladium, an enterprise emulation platform; and Protium, a prototyping platform for chip verification. The company also provides digital IC design and sign off products, including Genus synthesis and Joules RTL power solutions, as well as Modus DFT software solution to reduce systems-on-chip design-for-test time; physical implementation tools, such as place and route, optimization, and multiple patterning preparation; and Innovus implementation system, a physical implementation system. In addition, it offers custom IC design and simulation products to create schematic and physical representations of circuits down to the transistor level for analog, mixed-signal, custom digital, memory, and radio frequency designs; and system design and analysis products to develop printed circuit boards and IC packages, as well as to analyze electromagnetic, electro-thermal, and other multi-physics effects. Further, the company provides intellectual property (IP) products comprising pre-verified and customizable functional blocks to integrate into customer’s ICs; and verification IP with memory models to emulate and model the expected behavior and interaction of standard industry system interface protocols. Additionally, it offers services related to methodology, education, and hosted design solutions, as well as technical support and maintenance services. The company serves consumer, hyperscale computing, 5G communications, mobile, automotive, aerospace and defense, industrial, and life science industries. Cadence Design Systems, Inc. was incorporated in 1987 and is headquartered in San Jose, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CammSys Corp. (KOSDAQ:A050110),KOSDAQ:A050110,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Electronic Components,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","CammSys Corp. primarily manufactures and sells camera modules for smartphones and tablets in South Korea. The company offers biometric modules for camera and fingerprint, as well as ultrasonic distance sensor, electrostatic, and optical. The company was formerly known as Cuzco LBE and changed its name to CammSys Corp. in March 2010. CammSys Corp. was founded in 1993 and is headquartered in Incheon, South Korea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capita plc (LSE:CPI),LSE:CPI,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Data Processing and Outsourced Services,Capita plc (LSE:CPI) - Form Doc,"Capita plc provides consulting, digital, and software products and services to clients in the private and public sectors in the United Kingdom and internationally. It operates in two divisions: Public Service and Capita Experience divisions. The company offers solutions for finance and accounting, procurement, property and infrastructure, travel and event, and workplace administration. It also provides customer experience transformation, contact management, collection and debt management, complaint handling, customer experience system and software, acquisition and retention, and data and analytics. In addition, the company offers licensing and support, support, digital policing, and engineering practice; learning and development services; education service and local education authority software; solutions for central and local government services; and business process services. Further, it provides pension administration and software, pensions consulting, and data solutions; finance software, automation, and management information systems solutions; cloud, cyber security, digital connectivity, IT services, robotic process automation, and workplace IT solutions; and actuarial, defence, financial, healthcare, housing, legal, public safety, retail, retail banking, utility, and welfare and employability services. The company was formerly known as The Capita Group plc and changed its name to Capita plc in January 2012. Capita plc was founded in 1984 and is based in London, the United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinal Energy And Infrastructure Private Limited,-,Harman Connected Services Corp. India Pvt. Ltd.,"Subsidiary/Investment
                         ",Lessor,Real Estate Operating Companies,Swan Energy Limited (BSE:503310) - Form Doc,"Cardinal Energy and Infrastructure Private Limited engages in the real estate development business in India. It is involved in the construction and renting of properties. The company was incorporated in 2008 and is based in Mumbai, India. Cardinal Energy and Infrastructure Private Limited is a subsidiary of Swan Energy Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCSC Technology International Holdings Limited (NasdaqCM:CCTG),NasdaqCM:CCTG,"Harman International Industries, Incorporated","Subsidiary/Investment
                         ",Supplier,Electronic Components,CCSC Technology International Holdings Limited (NasdaqCM:CCTG) 2024 Form 20-F,"CCSC Technology International Holdings Limited, through its subsidiaries, designs, manufactures, and sells interconnect products in Asia, Europe, and the Americas. The company offers original equipment manufacturer and original design manufacture interconnect products, including connectors, cables, and wire harnesses used for a range of applications in various industries, such as industrial, automotive, robotics, medical equipment, computer, network and telecommunication, and consumer products. It also purchases components; and manufactures and sells other electrical equipment. The company serves manufacturing and electronic manufacturing companies. The company was founded in 1993 and is headquartered in Shatin, Hong Kong. CCSC Technology International Holdings Limited is a subsidiary of CCSC Investment Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
