Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
CHC Resources Corporation (TWSE:9930),TWSE:9930,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Construction Materials,CHC Resources Corporation (TWSE:9930) 2024 Form Doc,"CHC Resources Corporation manufactures and supplies construction materials in Taiwan. The company offers blast furnace slag (BFS) powder and granulated blast furnace slag cement; soil improvement agents; partition grouting materials; and air-cooled BFS aggregates. It also offers basic oxygen furnace slag graded aggregates for land leveling and preparation, and seawall backfill projects; and solidification and remediation projects. In addition, the company engages in the artificial fluorite and aluminum slag business, as well as involved in the provision of laboratory services, including analysis of cement. CHC Resources Corporation was incorporated in 1991 and is headquartered in Kaohsiung, Taiwan."
"Entegris, Inc. (NasdaqGS:ENTG)",NasdaqGS:ENTG,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"Entegris, Inc. (NasdaqGS:ENTG) 2024 Form 10-K","Entegris, Inc. develops, manufactures, and supplies microcontamination control products, specialty chemicals, and advanced materials handling solutions in North America, Taiwan, China, South Korea, Japan, Europe, and Southeast Asia. It operates in three segments: Materials Solutions (MS); Microcontamination Control (MC); and Advanced Materials Handling (AMH). The MC segment solutions to purify critical liquid chemistries and process gases used in semiconductor manufacturing processes and other high-technology industries; integrated circuit chemical mechanical polishing solutions, high-performance etch and clean chemistries, gases and materials, and safe and materials delivery systems. The MS segment provides materials-based solutions, such as chemical mechanical planarization slurries, pads, deposition materials, process chemistries and gases, formulated cleans, etchants, and other specialty materials. The Advanced Materials Handling segment develops solutions for customers’ yields by protecting critical materials during manufacturing, transportation, and storage, which include monitor, protect, transport and deliver critical liquid chemistries, wafers, and other substrates for semiconductor, life sciences and other high-technology industries. The company’s customers include logic and memory semiconductor device manufacturers, semiconductor equipment makers, gas and chemical manufacturing companies, and wafer grower companies; and flat panel display equipment makers, panel manufacturers, and manufacturers of hard disk drive components and devices, as well as their related ecosystems. It serves manufacturers and suppliers in the solar and life science industries, electrical discharge machining customers, glass and glass container manufacturers, aerospace manufacturers, and manufacturers of biomedical implantation devices. Entegris, Inc. was founded in 1966 and is headquartered in Billerica, Massachusetts."
"Feng Hsin Steel Co., Ltd. (TWSE:2015)",TWSE:2015,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Steel,"Feng Hsin Steel Co., Ltd. (TWSE:2015) 2023 Form Doc","Feng Hsin Steel Co., Ltd. manufactures, processes, and trades steel products in Taiwan. The company provides angle, channel, square, flat, round, and deformed bars, as well as rebars; billets; and bar in coils. It also exports its products to Asia and internationally. The company was incorporated in 1969 and is headquartered in Taichung, Taiwan."
"FormFactor, Inc. (NasdaqGS:FORM)",NasdaqGS:FORM,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"FormFactor, Inc. (NasdaqGS:FORM) 2024 Form 10-K","FormFactor, Inc. designs, manufactures, and sells probe cards, analytical probes, probe stations, metrology systems, thermal systems, and cryogenic systems to semiconductor companies and scientific institutions. It operates in two segments, Probe Cards and Systems. The company offers probe cards to test various semiconductor device types, including systems on a chip products, mobile application processors, microprocessors, microcontrollers, and graphic processors, as well as radio frequency, analog, mixed signal, image sensor, electro-optical, dynamic random access memory, NAND flash memory, and NOR flash memory devices, as well as computer processor devices; and analytical probes, which are used for a range of applications, including device characterization, electrical simulation model development, failure analysis, and prototype design debugging for universities, research institutions, semiconductor integrated device manufacturers, semiconductor foundries, and fabless semiconductor companies. It also provides probe systems for semiconductor design engineers to capture and analyze accurate data; surface metrology systems for the development, production, and quality control of semiconductor products; thermal subsystems, such as thermal chucks and other test systems used in probe stations and other applications; and precision cryogenic instruments, semiconductor tests, and measurement systems. In addition, the company offers on-site probe card maintenance and service training, seminars, and telephone support services. It markets and sells its products through direct sales force, manufacturers’ representatives, and distributors in the United States, Taiwan, South Korea, China, Europe, Japan, Malaysia, Singapore, and internationally. The company was incorporated in 1993 and is headquartered in Livermore, California."
Formosa Sumco Technology Corporation (TWSE:3532),TWSE:3532,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330) 2024 Form 20-F,"Formosa Sumco Technology Corporation manufactures, sells, and trades in silicon wafers in Taiwan, Japan, and China. It offers polished, annealed, and epitaxial wafers, as well as monocrystalline ingots. The company was incorporated in 1995 and is based in Taipei, Taiwan."
"Foxwell Power Co., Ltd. (TPEX:6994)",TPEX:6994,VisEra Technologies Company Ltd. (TWSE:6789),"Subsidiary/Investment
                         ",Supplier,Renewable Electricity,"Foxwell Power Co., Ltd. (TPEX:6994) 2024 Form Doc","Foxwell Power Co., Ltd engages in the construction of energy storage systems. It also operates a renewable energy trading platform. The company was founded in 2019 and is based in New Taipei City, Taiwan."
Fujimi Incorporated (TSE:5384),TSE:5384,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Specialty Chemicals,Fujimi Incorporated (TSE:5384) 2023 Form Doc,"Fujimi Incorporated manufactures and sells synthetic precision abrasives in Japan and internationally. The company offers various products for slicing crystal silicon ingots, lapping, and polishing silicon wafers; abrasives for use in the production of semiconductor devices, such as CMP slurry and other materials; and polishing products for magnetic disks of the hard disk drives. It also provides specialty materials, including polishing and diamond products, as well as catalyst carriers for use in electronic components, lighting and LED products, automobiles, lenses, power semiconductors, and other industries. In addition, the company offers thermal spray materials for use in aerospace, semiconductor, liquid crystal, steel, energy, chemical, and other industries. Fujimi Incorporated was founded in 1950 and is headquartered in Kiyosu, Japan."
Global Unichip Corp. (TWSE:3443),TWSE:3443,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductors,Global Unichip Corp. (TWSE:3443) 2024 Form Doc,"Global Unichip Corp. researches, develops, produces, tests, and sells embedded memory and logic components, cell libraries, and EDA tools for various application ICs in China, the United States, Taiwan, Japan, Korea, and Europe. It offers ASIC and wafer products; and non-recurring engineering services. The company also provides products consulting, design, and technical support services. In addition, it offers SoC design services, such as technology design, design methodology, low power solution, and testability design services; SoC manufacturing services consisting of packaging, testing and product engineering, and quality and reliability, as well as supply chain management services; and IP portfolio, including high bandwidth memory IPs, multi-die interLink IPs, serdes IPs, mixed-signal front-end IPs, and embedded memory IPs. The company was formerly known as Chuangyi Electronics Corporation and changed its name to Global Unichip Corp. in October 1998. Global Unichip Corp. was incorporated in 1998 and is headquartered in Hsinchu City, Taiwan."
"GlobalWafers Co., Ltd. (TPEX:6488)",TPEX:6488,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330) 2024 Form 20-F,"GlobalWafers Co., Ltd., together with its subsidiaries, researches, designs, develops, and manufactures semiconductor ingots and wafers in Taiwan and internationally. It offers silicon ingots; and annealed, epitaxial, diffusion, compound, polished, and SOI wafers. The company was founded in 1981 and is based in Hsinchu City, Taiwan. GlobalWafers Co., Ltd. operates as a subsidiary of Sino-American Silicon Products Inc."
"Goldsun Building Materials Co., Ltd. (TWSE:2504)",TWSE:2504,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Construction Materials,"Goldsun Building Materials Co., Ltd. (TWSE:2504) 2024 Form Doc","Goldsun Building Materials Co., Ltd., together with its subsidiaries, engages in the production and sale of premixed concrete, cement, and calcium silicate board in Taiwan and Mainland China. It operates through Pre-Mixed Concrete Segment in Taiwan, Pre-Mixed Concrete Segment in Mainland China, and Others segments. The company also constructs civil and architectural construction projects; and provides international trading, warehousing, shipping, and tally packaging, interior decoration, and leisure frame management services. In addition, it rents real estate properties; operates hotels; and sells building materials. The company was formerly known as Goldsun Constructions Co., Ltd. Goldsun Building Materials Co., Ltd. was incorporated in 1954 and is headquartered in Taipei, Taiwan."
"Gudeng Precision Industrial Co., Ltd. (TPEX:3680)",TPEX:3680,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"Gudeng Precision Industrial Co., Ltd. (TPEX:3680) 2024 Form Doc","Gudeng Precision Industrial Co., Ltd. provides technology services worldwide. It offers wafer handling solutions, including shipping boxes, cassette boxes, wafer cassettes, and front opening wafer transfer boxes, as well as FOUP products; and reticle handling solutions, such as reticle boxes, nikon / canon reticle boxes, RSP 150, RSP 200, EUV PODs, TFT-LCD large size reticle boxes, assembled large-size reticle boxes, and other accessories. The company also provides cleaning, inspection, and maintenance services for its reticle and wafer handling products. In addition, it engages in the manufacture, trading, repair, and maintenance of various precision instruments; development, leasing, and sale of industrial plant, residential, building, and other real estate properties; sale of plastic and electronic products; sale and maintenance of automobiles; trading of various alcohol and aluminum foil products; and provision of investment, venture capital, and management consulting services. Gudeng Precision Industrial Co., Ltd. was incorporated in 1998 and is headquartered in New Taipei City, Taiwan."
Hsinchu Science Park Administration,-,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Lessor,,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330) 2024 Form 20-F,There is no business description for this supplier.
Hsinchu Science Park Administration,-,VisEra Technologies Company Ltd. (TWSE:6789),"Subsidiary/Investment
                         ",Lessor,,VisEra Technologies Company Ltd. (TWSE:6789) 2024 Form Doc,There is no business description for this supplier.
Kinik Company (TWSE:1560),TWSE:1560,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Industrial Machinery and Supplies and Components,Kinik Company (TWSE:1560) - Form Doc,"Kinik Company produces and sells various abrasives, cutting tools, and reclaimed wafers in Taiwan and internationally. The company offers various conventional grinding wheels, diamond/CBN grinding wheels, DLC coatings, reclaimed wafers, porous ceramic chuck tables, CMP diamond disks, ultra precision machining tools, dicing blades, diamond rollers, wafer grinding wheels, diamond and CBN honey comb wheels, and anti-slip type vacuum chucks. Kinik Company was founded in 1953 and is headquartered in New Taipei City, Taiwan."
KLA Corporation (NasdaqGS:KLAC),NasdaqGS:KLAC,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,KLA Corporation (NasdaqGS:KLAC) 2024 Form 10-K,"KLA Corporation, together with its subsidiaries, engages in the design, manufacture, and marketing of process control, process-enabling, and yield management solutions for the semiconductor and related electronics industries worldwide. It operates through three segments: Semiconductor Process Control; Specialty Semiconductor Process; and PCB and Component Inspection. The company offers inspection and review tools to identify, locate, characterize, review, and analyze defects on various surfaces of patterned and unpatterned wafers; metrology systems that are used to measure pattern dimensions, film thickness, film stress, layer-to-layer alignment, pattern placement, surface topography, and electro-optical properties for wafers; chemical process control equipment; wired and wireless sensor wafers and reticles; wafer defect inspection, review, and metrology systems; reticle inspection and metrology systems; and semiconductor software solutions that provide run-time process control, defect excursion identification, process corrections, and defect classification to accelerate yield learning rates and reduce production risk. It also provides etch, plasma dicing, deposition, and other wafer processing technologies and solutions for the semiconductor and microelectronics industry. In addition, the company offers direct imaging, inspection, optical shaping, inkjet and additive printing, UV laser drilling, and computer-aided manufacturing and engineering solutions for the PCB market; inspection and electrical testing systems to identify and classify defects, as well as systems to repair defects for the display market; and inspection and metrology systems for quality control and yield improvement in advanced and traditional semiconductor packaging markets. The company was formerly known as KLA-Tencor Corporation and changed its name to KLA Corporation in July 2019. KLA Corporation was incorporated in 1975 and is headquartered in Milpitas, California."
Lam Research Corporation (NasdaqGS:LRCX),NasdaqGS:LRCX,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Lam Research Corporation (NasdaqGS:LRCX) 2024 Form 10-K,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; and VECTOR plasma-enhanced CVD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition products; and Striker single-wafer atomic layer deposition products for dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Vantex, a dielectric etch system that provides RF technology and repeatable wafer-to-wafer performance enabled by Equipment Intelligence solutions; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; and Da Vinci, DV-Prime, EOS, and SP series products to address various wafer cleaning applications. The company sells its products in the United States, China, Europe, Japan, Korea, Southeast Asia, and Taiwan. Lam Research Corporation was incorporated in 1980 and is headquartered in Fremont, California."
Lucky Cement Co. (TWSE:1108),TWSE:1108,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Construction Materials,Lucky Cement Co. (TWSE:1108) 2024 Form Doc,"Lucky Cement Co., together with its subsidiaries, manufactures and sells cement in the People’s Republic of China. The company offers Portland cement, ready-mixed concrete, hot cement, lower alkali Portland cement, blast furnace slag, limestone, dimension stones, sand, and gravels, as well as ashes. It also engages in the construction business; and provides shipping agent and maritime transportation services. In addition, the company is involved in the lease and sale of residential and commercial buildings, parking lots, and industrial areas; and cement trading, and clay and stone quarrying businesses. Lucky Cement Co. was founded in 1974 and is headquartered in Taipei, Taiwan."
M31 Technology Corporation (TPEX:6643),TPEX:6643,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Licensor,Semiconductors,M31 Technology Corporation (TPEX:6643) 2024 Form Doc,"M31 Technology Corporation provides silicon intellectual property (IP) design services in the integrated circuit industry. The company’s products includes foundation IP, such as standard cells, power manage kits, low power optimization kits, high performance kits, and electrical change order library; memory compilers; general-purpose I/O, high ESD I/O, and SDIO & eMMC I/O; and digital-PLL, analog-PLL, ADC / temp, and sensor analog IP. It also provides IP integration services, such as processor core hardening; and functional IP services. M31 Technology Corporation was incorporated in 2011 and is headquartered in Zhubei City, Taiwan."
Machvision Inc. (TWSE:3563),TWSE:3563,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Machvision Inc. (TWSE:3563) 2024 Form Doc,"Machvision Inc. develops and sells machine vision systems for semiconductor and printed circuit board (PCB) industry in Taiwan. The company provides drilling and routing measuring series products, including Hole-AOI systems that measure the position, diameter, and roughness of a drilled hole; and EZ3D system, which is designed to perform automatic and accurate dimensional measuring systems. It also offers IC substrate, HDI, and FPCB inspection and measuring series products, such as 3D AOI systems, solid measuring viewers, and LaserVia AOIM inspection systems; AFI, FPCB AVI, and Wafer AVI inspecting systems; and CSPAFI integrating AOI+AVI algorithm and fast-capturing-multi-illumination optical systems. In addition, the company provides wiring inspection series, which includes circuit AOI system for PCB/FPC, verification, and repair; ArtWork AOI products; LineGauge systems for use in optical measurements and QC reporting applications; RTR AOI; and high-resolution AOI 4.0. Machvision Inc. was incorporated in 1998 and is headquartered in Hsinchu City, Taiwan"
MediaTek Inc. (TWSE:2454),TWSE:2454,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductors,Key DevelopmentClient Announcements Sep-06-2023,"MediaTek Inc. engages in the research, development, production, manufacture, and marketing of multimedia integrated circuits (ICs) in Taiwan, rest of Asia, and internationally. It also provides computer peripherals oriented, consumer-oriented, and other ICs for various applications. In addition, the company offers design, test runs, maintenance and repair, and technological consultation services for software and hardware solutions; and sale and delegation patents and circuit layout rights for its ICs products. In addition, it provides research, marketing, and technical services; intellectual property right management services; and general investing services. MediaTek Inc. was incorporated in 1997 and is headquartered in Hsinchu, Taiwan."
"Megawin Technology Co., Ltd. (TPEX:3122)",TPEX:3122,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductors,"Megawin Technology Co., Ltd. (TPEX:3122) 2018 Form Doc","Megawin Technology Co., Ltd., together with its subsidiaries, engages in the design and sale of ICs in Taiwan and internationally. It offers single chip microcontrollers, low-dropout regulator, full speed MCU, USB bridge, charge IC, and automotive base line products. The company was incorporated in 1999 and is headquartered in Jhubei City, Taiwan."
Onto Innovation Inc. (NYSE:ONTO),NYSE:ONTO,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Onto Innovation Inc. (NYSE:ONTO) 2024 Form 10-K,"Onto Innovation Inc. engages in the design, development, manufacture, and support of process control tools that performs optical metrology. The company offers lithography systems and process control analytical software. It also offers process and yield management solutions, and device packaging and test facilities through standalone systems for optical metrology, macro-defect inspection, packaging lithography, and transparent and opaque thin film measurements. In addition, the company provides process control software portfolio that includes solutions for standalone tools, groups of tools, and enterprise-or factory-wide suites. Further, it engages in systems software, spare parts, and other services, as well as offers software licensing services. The company’s products are used in semiconductor and advanced packaging device manufacturers; silicon wafer; light emitting diode; vertical-cavity surface-emitting laser; micro-electromechanical system; CMOS image sensor; power device; analog device; RF filter; data storage; and various industrial and scientific applications. Onto Innovation Inc. was founded in 1940 and is headquartered in Wilmington, Massachusetts."
Rorze Corporation (TSE:6323),TSE:6323,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Rorze Corporation (TSE:6323) 2023 Form Doc,"Rorze Corporation engages in the design, development, manufacture, and sale of automation systems for the semiconductor and flat panel display production worldwide. The company offers wafer handling systems, including atmospheric robots, vacuum wafer robots, aligners, load ports, vacuum platforms, EFEMs/sorters, and stockers; and mask/reticle handling systems. It also provides system integration and package service, as well as host online communication, equipment control, and EDA/interface A solutions; and control devices, such as controllers, and stepping motors and drivers. In addition, the company offers life science automation products comprising mechatronics CO2 incubators, cell keepers, twist decappers and incubators, heat sealers, power seals, varistocks, and cell farms and shots. Further, it is involved in manufacturing of robot for semiconductor production equipment; the processing and export of machinery parts for robots; and importing, selling, maintaining, and broking equipment and parts. The company was incorporated in 1966 and is headquartered in Fukuyama, Japan."
"San Fu Chemical Co., Ltd. (TWSE:4755)",TWSE:4755,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Specialty Chemicals,"San Fu Chemical Co., Ltd. (TWSE:4755) 2024 Form Doc","San Fu Chemical Co., Ltd. manufactures and sells various chemical products in Taiwan. It offers fine chemical products, such as developer, etchant, stripper, thinner and EBR, RGB network, POC13, N20, and other. The company provides basic chemicals, including raw material of liquid crystal polymers, preservatives, water treatment and anti-corrosive reagents, and chemical raw materials. In addition, it offers food raw materials and additives, such as seasonings, preservatives, sweeteners, leavening agents, and starch and carbohydrate, as well as food quality improvement, fermentation, and food processing agents; and slurry. Further, the company engages in recycling of tetramethyl ammonium hydroxdie waste. Its products are used in wet chemicals, equipment, operation required by IC semiconductors, LCD, touch panels, LED, solar panels, and other industries; and etching and thinning of glass, foundry of polishing fluids, food Additives, food materials, and basic chemicals such as pHBA, cyclohexylamine, dicyclohexylamine, etc. The company was incorporated in 1952 and is based in Taipei, Taiwan."
