Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
"Arteris, Inc. (NasdaqGM:AIP)",NasdaqGM:AIP,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Systems Software,"Arteris, Inc. (NasdaqGM:AIP) 2024 Form 10-K","Arteris, Inc. provides semiconductor system IP, including interconnect and other intellectual property technology in the Americas, the Asia Pacific, Europe, and the Middle East. It manages on-chip communications and IP block deployments in System-on-Chip (SoC) semiconductors and systems of chiplets. The company offers non-coherent and coherent NoC IP, last-level cache IP, SoC Magillem connectivity, and harmony trace, as well as hardware / software interface that includes magillem registers and CSRcompiler. It uses technologies, such as AI / Machine Learning, Arm Designs, Low Power, Multi-Die Designs, RISC-V Designs, and Safety. The company serves to automotive, communications, consumer electronics, enterprise computing, and industrial industries. Arteris, Inc. was founded in 2003 and is headquartered in Campbell, California."
"Arteris, Inc. (NasdaqGM:AIP)",NasdaqGM:AIP,Mobileye Technologies Limited,"Subsidiary/Investment
                         ",Supplier,Systems Software,"Arteris, Inc. (NasdaqGM:AIP) 2024 Form 10-K","Arteris, Inc. provides semiconductor system IP, including interconnect and other intellectual property technology in the Americas, the Asia Pacific, Europe, and the Middle East. It manages on-chip communications and IP block deployments in System-on-Chip (SoC) semiconductors and systems of chiplets. The company offers non-coherent and coherent NoC IP, last-level cache IP, SoC Magillem connectivity, and harmony trace, as well as hardware / software interface that includes magillem registers and CSRcompiler. It uses technologies, such as AI / Machine Learning, Arm Designs, Low Power, Multi-Die Designs, RISC-V Designs, and Safety. The company serves to automotive, communications, consumer electronics, enterprise computing, and industrial industries. Arteris, Inc. was founded in 2003 and is headquartered in Campbell, California."
ASML Holding N.V. (ENXTAM:ASML),ENXTAM:ASML,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductor Materials and Equipment,ASML Holding N.V. (ENXTAM:ASML) 2023 Form 20-F,"ASML Holding N.V. develops, produces, markets, sells, and services advanced semiconductor equipment systems for chipmakers. It offers advanced semiconductor equipment systems, including lithography, metrology, and inspection systems. The company also provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography solutions to manufacture various range of semiconductor nodes and technologies. In addition, it offers metrology and inspection systems, including YieldStar optical metrology systems to assess the quality of patterns on the wafers; and HMI electron beam solutions to locate and analyze individual chip defects. Further, the company provides computational lithography solutions, and lithography systems and control software solutions; and refurbishes and upgrades lithography systems, as well as offers customer support and related services. It operates in Japan, South Korea, Singapore, Taiwan, China, rest of Asia, the Netherlands, rest of Europe, the Middle East, Africa, and the United States. The company was formerly known as ASM Lithography Holding N.V. and changed its name to ASML Holding N.V. in 2001. ASML Holding N.V. was founded in 1984 and is headquartered in Veldhoven, the Netherlands."
BE Semiconductor Industries N.V. (ENXTAM:BESI),ENXTAM:BESI,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductor Materials and Equipment,BE Semiconductor Industries N.V. (ENXTAM:BESI) - Form Doc,"BE Semiconductor Industries N.V. engages in the development, manufacture, marketing, sale, and service of semiconductor assembly equipment for the semiconductor and electronics industries in China, the United States, Malaysia, Ireland, Korea, Taiwan, Thailand, Other Asia Pacific and Europe, and internationally. It operates through three segments: Die Attach, Packaging, and Plating. The company’s principal products include die attach equipment, such as single chip, multi-chip, multi module, flip chip, thermal compression bonding, fan out wafer level packaging, hybrid and embedded bridge die bonding, and die sorting systems; and packaging equipment, including conventional, ultra-thin, and wafer level molding, as well as trim and form, and singulation systems. It also provides plating equipment, such as tin, copper, and precious metal and solar plating systems, as well as related process chemicals; and tooling, conversion kits, spare parts, and other services. The company’s principal brand names include Datacon, Esec, Fico, and Meco. It offers its products primarily to multinational chip manufacturers, assembly subcontractors, and electronics and industrial companies. BE Semiconductor Industries N.V. was incorporated in 1995 and is headquartered in Duiven, the Netherlands."
Bloom Energy Corporation (NYSE:BE),NYSE:BE,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Heavy Electrical Equipment,Key DevelopmentClient Announcements May-09-2024,"Bloom Energy Corporation designs, manufactures, sells, and installs solid-oxide fuel cell systems for on-site power generation in the United States and internationally. The company offers Bloom Energy Server, a solid oxide technology that converts fuel, such as natural gas, biogas, hydrogen, or a blend of these fuels into electricity through an electrochemical process without combustion. It sells its products through direct and indirect sales channels to utilities, data centers, agriculture, retail, hospitals, higher education, biotech, and manufacturing industries. The company was formerly known as Ion America Corp. and changed its name to Bloom Energy Corporation in 2006. Bloom Energy Corporation was incorporated in 2001 and is headquartered in San Jose, California."
"Blue Collar Productions, Inc.",-,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Movies and Entertainment,"TPT Global Tech, Inc. (OTCPK:TPTW) 2024 Form S-1","Blue Collar Productions is a company that specializes in producing creative content and materials for advertising and marketing campaigns. They collaborate with top filmmakers, entertainment studios, Fortune 500 companies, and non-profits to bring creative visions to life. Their team of writers, producers, editors, and designers work closely with clients to deliver custom media solutions that best fit their needs. They have produced thousands of hours of content for entertainment, marketing, investor relations, corporate communications, employee training, trade shows, product launches, and more. Blue Collar's producers possess the unique ability to tell impactful stories that engage audiences while managing projects in a cost-effective and timely manner. Their services include TV specials, documentaries, broadcast series, digital series, commercials, on-air promos, short films, EPK/behind the scenes, domestic and international press junkets, sizzle reels, PSAs, event sponsorships, and corporate profiles. Blue Collar Productions, Inc. operates as a subsidiary of TPT Global Tech, Inc."
"Bluetooth SIG, Inc.",-,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Licensor,Wireless Telecommunication Services,Intel Corporation (NasdaqGS:INTC) 2024 Form 10-K,"Bluetooth SIG, Inc. publishes Bluetooth specifications, administers the qualification program, protects the Bluetooth trademarks, and evangelizes Bluetooth wireless technology. The company was founded in 1998 and is based in Kirkland, Washington."
"Borqs Technologies, Inc. (OTCPK:BRQS.F)",OTCPK:BRQS.F,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Borqs Technologies, Inc. (OTCPK:BRQS.F) 2024 Form 20-F","Borqs Technologies, Inc. provides Android-based smart connected devices and cloud service solutions in the United States, India, China, and internationally. It offers commercial grade Android platform software and service solutions to address vertical market segment needs through the targeted BorqsWare software platform solutions. The company’s BorqsWare software platform consists of BorqsWare Client software that has been used in Android phones, tablets, watches, and various Internet-of-things devices; and BorqsWare Server software platform, which includes back-end server software that allows customers to develop their own mobile end-to-end services for their devices. The company serves mobile chipset manufacturers, mobile device original equipment manufacturers, and mobile operators, as well as product solutions of mobile connected devices for enterprise and consumer applications. The company was founded in 2007 and is headquartered in Kwun Tong, Hong Kong."
"Bozhon Precision Industry Technology Co.,Ltd. (SHSE:688097)",SHSE:688097,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Industrial Machinery and Supplies and Components,"Bozhon Precision Industry Technology Co.,Ltd. (SHSE:688097) - Form ","Bozhon Precision Industry Technology Co.,Ltd. engages in the development, design, production, and sale of automation equipment, automated flexible production lines, automated key components, tooling, and others in China and internationally. The company is involved in industrial digitalization, intelligent workshop integration equipment, production lines, three-dimensional warehouses and software, industrial automation integrated equipment, fixtures, new energy charging and discharging equipment, laser equipment, laser equipment peripheral products technology development and technical consultation, technical service, research and development, production, system integration, engineering installation, sales, and after-sales service. It provides consulting services for digital factories, intelligent manufacturing solutions, new energy automotive products, mechanical and electronic equipment, industrial mobile cars, industrial mobile handling equipment, and related research and development, production, and sale of software. The company was founded in 2001 and is based in Suzhou, China."
Brand Group (M.G) Ltd (TASE:BRND),TASE:BRND,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Construction and Engineering,Brand Group (M.G) Ltd (TASE:BRND) - Form ,"Brand Group (M.G) Ltd, together with its subsidiaries, engages in metal construction and infrastructure, energy facilities, petrochemical facilities, and other industrial facilities in Israel. The company constructs large industrial plants, high-rise steel buildings, public buildings, residential buildings, and commercial and business buildings; supply assemblies to stations for producing electrical power with coal, gas, and other technologies; provides construction for transport and infrastructure made of steel; and produce steel accumulators and containers of different sizes and bodies. The company was formerly known as Brand Industries Ltd. and changed its name to Brand Group (M.G) Ltd in November 2021. Brand Group (M.G) Ltd was incorporated in 1978 and is based in Yeruham, Israel."
Calnex Solutions plc (AIM:CLX),AIM:CLX,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Communications Equipment,Calnex Solutions plc (AIM:CLX) 2024 Form Doc,"Calnex Solutions plc designs, produces, and markets test instrumentation and solutions for network synchronization, and network emulation for telecoms networks, enterprise networks, and data centers in the Americas, North Asia, and internationally. The company offers Calnex SNE-X, a solution for the problem of ethernet testing; Paragon-neo, a platform that provides PTP and SyncE testing to 400GbE and sub-nanosecond accuracy for 5G networks; Paragon-X, a solution to test SyncE, PTP, and NTP mechanisms, as well as E1/T1 sync interfaces and ethernet OAM; Sentinel, a field solution for 3G/4G/5G mobile backhaul, E911/critical infrastructure, financial networks, and power comms; NE-ONE Enterprise to verify applications; SNE Ignite, a network emulation for 5G O-RAN; Sentry, a solution for remotely monitoring multiple NTP, PTP, and clock signals in data center networks; Calnex SNE, a solution for network emulation and simulation; and NE-ONE Professional, a performance test application for realistic networks, including LAN, WAN, Internet, Cloud, Wi-Fi, (A)DSL, mobile, and satellite to verify application performance. It also provides Paragon-ONE, a feature that bundles delivering test solutions for PTP to profiles, such as IEEE 802.1AS/AS-REV, SMPTE 2059-2, and ITU-T G.8275.1.; Attero-100G for 100/40/25GbE device performance testing; Attero-X, a network test solution; Tempo for canned tests for embedded GPS/GLONASS/BEDOU receiver and optional mini rubidium; Rb/GPS, a frequency reference that provides a stable 10MHz and a 1pps measurement reference for Sync testers; 1pps/ToD/Frequency Converter that converts timing signals; and Calnex Analysis Tool, a network and device analysis software. The company offers its products through a network of resellers and distributors. Calnex Solutions plc was incorporated in 2006 and is headquartered in Linlithgow, the United Kingdom."
Centaur Technology Inc.,-,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Vendor,Semiconductors,"VIA Technologies, Inc. (TWSE:2388) 2024 Form Doc",There is no business description for this supplier.
"CETC Digital Technology Co.,Ltd. (SHSE:600850)",SHSE:600850,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,IT Consulting and Other Services,"CETC Digital Technology Co.,Ltd. (SHSE:600850) - Form Doc","CETC Digital Technology Co.,Ltd. provides software and information technology services in China. It offers digital products, including high-end industrial control processing platform, safe computer platform, intelligent data processing platform, signal processing platform and other related software and hardware products; industry digitalization products, such as financial technology, digital water conservancy, digital transportation, smart medical and other industry digital solutions; and digital new infrastructure comprising modular container data center, and data center environmental function components, such as intelligent lifting work platform and intelligent busbar system. It serves government, education, finance, telecommunications, manufacturing, energy, and transportation industries. The company was formerly known as Shanghai East-China Computer Co.,Ltd. CETC Digital Technology Co.,Ltd. was founded in 1993 and is based in Shanghai, China."
"CEVA, Inc. (NasdaqGS:CEVA)",NasdaqGS:CEVA,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Licensor,Semiconductors,"CEVA, Inc. (NasdaqGS:CEVA) 2024 Form 10-K","CEVA, Inc. provides silicon and software IP solutions to semiconductor and original equipment manufacturer (OEM) companies worldwide. Its 5G mobile and infrastructure products include Ceva-XC vector digital signal processors (DSPs) for 5G handsets, 5G RAN, and general-purpose baseband processing; PentaG-RAN, an open ran platform for base station and radio; and PentaG2 - 5G NR modem platform for UE, as well as for non-handset 5G vertical markets, such as fixed wireless access, industry 4.0, robotics, and AR/VR devices. The company’s wireless IoT products comprise RivieraWaves’ Bluetooth 5dual mode and low energy platforms, RivieraWaves’ Wi-Fi platforms, ultra-wide band platforms, and Cellular IoT and RedCap platforms, as well as sense and inference processors and platforms consist of NeuPro-M neural processing unit (NPU) family; SensPro2 sensor hub AI platforms addressing imaging, vision, powertrain, and applications, including DSP processors, AI accelerators, and a software portfolio; and Ceva-BX1 and Ceva-BX2 audio AI DSPs. Its sensing and audio software comprise RealSpace spatial audio software package; WhisPro speech recognition; ClearVox, a voice front-end software package for voice-enabled devices; and CDNN, a neural network graph compiler that enables AI developers to automatically compile, optimize, and run pre-trained networks onto embedded devices. The company’s application software IP are licensed primarily to OEMs who embed it in their system on chip designs. It delivers AI DSPs and NPUs in the form of a hardware description language definition; and offers development platforms, software development kits, and software debug tools, which facilitate system design, debug, and software development. The company licenses its technology through a direct sales force. CEVA, Inc. was formerly known as ParthusCeva, Inc. and changed its name to CEVA, Inc. in December 2003. The company was incorporated in 1999 and is headquartered in Rockville, Maryland."
"Chenbro Micom Co., Ltd. (TWSE:8210)",TWSE:8210,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Chenbro Micom Co., Ltd. (TWSE:8210) 2024 Form Doc","Chenbro Micom Co., Ltd. engages in the research and development, design, manufacture, processing, and trading of computer peripherals and system of expendables in the United States, China, Taiwan, Singapore, and internationally. The company provides barebone servers; and rackmount, tower server, and PC chassis products. It offers storage expansion kits; and OEM/JDM services. In addition, the company is involved in the software design activities; and export and import of computer products and peripherals. The company was incorporated in 1983 and is headquartered in New Taipei City, Taiwan."
"Compucase Enterprise Co., Ltd. (TWSE:3032)",TWSE:3032,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Compucase Enterprise Co., Ltd. (TWSE:3032) 2024 Form Doc","Compucase Enterprise Co., Ltd. designs and manufactures PC cases, power supplies, rackmount chassis, and cabinets worldwide. It also manufactures LED Drivers, LED Luminaire, LED panel, and switching power and open frame power supplies. In addition, the company engages in manufacture and sale of medical devices and equipment, computer, server chassis, computer parts and accessories, keyboards, scanners, dies, and other components; cutting and processing of iron materials; and import and export of electronics, optoelectronics, and precision dies and plastic injectors. It offers its products under the HEC brand to OEM customers, industrial users, system integrators, and retail customers. Compucase Enterprise Co., Ltd. was founded in 1979 and is headquartered in Tainan City, Taiwan."
"Computershare Trust Company, National Association",-,Mobileye Global Inc. (NasdaqGS:MBLY),"Subsidiary/Investment
                         ",Transfer Agent,Investment Banking and Brokerage,Mobileye Global Inc. (NasdaqGS:MBLY) 2022 Form 424B4,There is no business description for this supplier.
"Delta Design, Inc.",-,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"Cohu, Inc. (NasdaqGS:COHU) 2013 Form 10-K","Delta Design, Inc. engages in the design, development, manufacture, and sale of semiconductor test-handling equipment to IC manufacturers worldwide. The company offers pick-and-place IC test handlers, thermal sub-systems, and environmental chambers for use in semiconductor final test, burn-in, and system level test applications. It also designs, manufactures, and supports device dedication kits for handlers with off-the-shelf and custom options. The company was founded in 1959 and is based in Poway, California. It has sales and service locations in the Americas, Asia, and Europe. Delta Design, Inc. operates as a subsidiary of Cohu, Inc."
Eco-Tours Sdn. Bhd.,-,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Passenger Ground Transportation,Salcon Berhad (KLSE:SALCON) - Form Doc,"Eco-Coach & Tours (M) Sdn Bhd promotes eco tour products and transportation services. Eco-Coach & Tours (M) Sdn Bhd was formerly known as Eco-Tours Sdn Bhd. The company was founded in 1999 and is based in Georgetown, Malaysia. Eco-Coach & Tours (M) Sdn Bhd operates as a subsidiary of Salcon Capital Sdn. Bhd."
"FormFactor, Inc. (NasdaqGS:FORM)",NasdaqGS:FORM,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"FormFactor, Inc. (NasdaqGS:FORM) 2024 Form 10-K","FormFactor, Inc. designs, manufactures, and sells probe cards, analytical probes, probe stations, metrology systems, thermal systems, and cryogenic systems to semiconductor companies and scientific institutions. It operates in two segments, Probe Cards and Systems. The company offers probe cards to test various semiconductor device types, including systems on a chip products, mobile application processors, microprocessors, microcontrollers, and graphic processors, as well as radio frequency, analog, mixed signal, image sensor, electro-optical, dynamic random access memory, NAND flash memory, and NOR flash memory devices, as well as computer processor devices; and analytical probes, which are used for a range of applications, including device characterization, electrical simulation model development, failure analysis, and prototype design debugging for universities, research institutions, semiconductor integrated device manufacturers, semiconductor foundries, and fabless semiconductor companies. It also provides probe systems for semiconductor design engineers to capture and analyze accurate data; surface metrology systems for the development, production, and quality control of semiconductor products; thermal subsystems, such as thermal chucks and other test systems used in probe stations and other applications; and precision cryogenic instruments, semiconductor tests, and measurement systems. In addition, the company offers on-site probe card maintenance and service training, seminars, and telephone support services. It markets and sells its products through direct sales force, manufacturers’ representatives, and distributors in the United States, Taiwan, South Korea, China, Europe, Japan, Malaysia, Singapore, and internationally. The company was incorporated in 1993 and is headquartered in Livermore, California."
Gav-Yam Lands Corp. Ltd (TASE:GVYM),TASE:GVYM,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Real Estate Operating Companies,Gav-Yam Lands Corp. Ltd (TASE:GVYM) 2/7/ Form Doc,"Gav-Yam Lands Corp. Ltd, together with its subsidiaries, operates as a real estate company in Israel. The company engages in the initiation, planning, construction, and management of hi-tech parks, industrial and commercial parks, offices, logistics centers, and residential neighborhoods. It also provides management and maintenance services, including air conditioning, security, and landscaping to daycares, post offices, and medical clinics. The company was formerly known as Bayside Land Corporation Ltd and changed its name to Gav-Yam Lands Corp. Ltd in June 2021. Gav-Yam Lands Corp. Ltd was incorporated in 1928 and is based in Haifa, Israel. Gav-Yam Lands Corp. Ltd operates as a subsidiary of Property and Building Company Ltd."
