Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braille Energy Systems Inc. (TSXV:BES),TSXV:BES,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Electrical Components and Equipment,Braille Energy Systems Inc. (TSXV:BES) 2023 Form Doc,"Braille Energy Systems Inc. engages in the battery-manufacturing and energy storage business in Canada and internationally. The company offers automotive lithium-ion starting batteries, as well as distributes a full multi-level line of batteries and accessories. It designs, manufactures, and sells integrated back-up power systems for residential and industrial applications; stand-alone energy storage systems; complete residential home systems; and lithium battery modules under the ELECTRAFY name. In addition, it sells its products through distributors and online means. It serves the professional motor sports and automotive racing industries, as well as the transportation market. Braille Energy Systems Inc. is headquartered in Kingston, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bridge Bank, National Association (Acquired)",-,"Tesla Energy Operations, Inc.","Subsidiary/Investment
                         ",Creditor,Diversified Banks,"Tesla Energy Operations, Inc. 2015 Form 10-Q",There is no business description for this supplier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabka N.V. (ENXTAM:CABKA),ENXTAM:CABKA,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,"Metal, Glass and Plastic Containers",Cabka N.V. (ENXTAM:CABKA) 2024 Form Doc,"Cabka N.V. manufactures and sells pallets and large containers made from recycled plastic in Europe, North America, and internationally. The company also offers services, including customized solutions; track and trace; and life cycle and carbon footprint analysis. It sells its recycled plastic products to the agriculture, food and beverage, retail, automotive, chemical, pharmaceutical, and pooling industries. The company was incorporated in 1994 and is headquartered in Berlin, Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canadian Imperial Bank Of Commerce, New York Branch",-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Creditor,Regional Banks,"Tesla, Inc. (NasdaqGS:TSLA) 2023 Form 10-K","Canadian Imperial Bank Of Commerce, New York Branch operates as a subsidiary of Canadian Imperial Bank Of Commerce.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Citibank, N.A.",-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Creditor,Diversified Banks,"Tesla, Inc. (NasdaqGS:TSLA) 2023 Form 10-K","Citibank, N.A. provides various banking products and services to customers. It offers credit cards; checking and savings accounts; certificate of deposits; personal and housing loans; mortgages; lines of credit; investments and insurance; wealth management; and online banking services. Citibank, N.A. was founded in 1812 and is based in New York, New York. Citibank, N.A. operates as a subsidiary of Citicorp LLC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CITIC Dicastal Co., Ltd.",-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Automotive Parts and Equipment,CITIC Limited (SEHK:267) 2020 Form Doc,"CITIC Dicastal Co., Ltd. manufactures and supplies aluminum wheels and chassis components for the automobile industry. The company provides casting, forging, and spinning services for wheels. It offers its products in Europe, North America, Japan, South Korea, and Australia. CITIC Dicastal Co., Ltd. was formerly known as Daika Wheel Manufacturing Co., Ltd and changed its name to CITIC Dicastal Co., Ltd. in August 2012. The company was founded in 1988 and is based in Qinhuangdao, China with production bases in China, North America, Europe, and Africa; and a technical center in Japan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarios International Inc.,-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Electrical Components and Equipment,Clarios International Inc. 2021 Form S-1,"Clarios International Inc. designs, manufactures, and supplies battery technologies for mobility and industrial applications in the Americas, Europe, the Middle East, Africa, and Asia. The company provides starting, lighting, and ignition batteries; and advanced battery technologies, which include enhanced flooded batteries and absorbent glass mat batteries, as well as develops and manufactures low-voltage lithium-ion battery technologies for various markets. Its batteries are used in power cars, commercial vehicles, motorcycles, marine vehicles, powersports vehicles, and industrial products. The company sells its products to original equipment manufacturer and aftermarket customers under the VARTA, LTH, Heliar, OPTIMA, Delkor, and MAC brands, as well as provides private label brands to its aftermarket customers, including DieHard, Interstate, Duralast, Bosch, and EverStart. Clarios International Inc. was founded in 1885 and is based in Glendale, Wisconsin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contemporary Amperex Technology Co., Limited (SZSE:300750)",SZSE:300750,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Electrical Components and Equipment,"Tesla, Inc. (NasdaqGS:TSLA) 2024 Form 10-K","Contemporary Amperex Technology Co., Limited engages in the development, production, sale, and after-sales service of power and energy storage batteries, and battery materials in China and internationally. The company’s power battery products include batteries, modules/electric boxes, and battery packs; energy storage products comprise batteries, battery cabinets, energy storage containers, and AC side systems, as well as light-storage DC coupling solutions; and battery material products include lithium salts, precursors, and cathode materials. It also provides battery recycling services. The company’s products are used in road passenger transportation, urban distribution, forklifts, loaders, excavators, cruise ships, tugs, cargo ships, electric commercial aircraft, drones, vacuum cleaners, power tools, electric two-wheelers, pan-robots, passenger vehicles and commercial vehicles, and other fields. The company was incorporated in 2011 and is headquartered in Ningde, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core Lithium Ltd (ASX:CXO),ASX:CXO,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Diversified Metals and Mining,Core Lithium Ltd (ASX:CXO) - Form Doc,"Core Lithium Ltd engages in the development of lithium and various metal deposits in Northern Territory and South Australia. The company primarily explores for gold, silver, uranium, lead, zinc, rare earth elements, and base metals. Core Lithium Ltd was incorporated in 2010 and is based in Perth, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crédit Agricole Corporate and Investment Bank,-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Creditor,Diversified Banks,"Tesla, Inc. (NasdaqGS:TSLA) 2023 Form 10-K","Crédit Agricole Corporate and Investment Bank provides structured finance, capital markets, investment and corporate banking, and wealth management services worldwide. It offers mergers and acquisitions advisory, equity capital markets, and strategic equity transaction services; and structured finance solutions, such as financing for air transportation and rail, shipping, real estate and lodging, natural resources, infrastructure, and power sectors, as well as acquisition finance solutions. The company also engages in the sale and trading of products in primary and secondary markets for corporates, financial institutions, and large issuers; and linear/rates and structured products, debt capital markets, global syndicate and credit trading, treasury, foreign exchange and precious metals, and securitization. In addition, it provides transaction banking, trade finance, and export and commodity finance services; and sustainable banking services for agriculture and food processing, housing, health and population ageing, and energy saving and environment. Further, the company offers Renminbi services, including current account and cross-border transfers, FX, investment products, interest rate hedging products, and debt capital markets; Islamic banking services, such as strategic advice, risk management, and capital raising services. Crédit Agricole Corporate and Investment Bank was formerly known as Calyon SA and changed its name to Crédit Agricole Corporate and Investment Bank in February 2010. The company was incorporated in 1973 and is based in Montrouge, France. Crédit Agricole Corporate and Investment Bank operates as a subsidiary of Crédit Agricole S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CureVac N.V. (NasdaqGM:CVAC),NasdaqGM:CVAC,Tesla Automation GmbH,"Subsidiary/Investment
                         ",Licensor,Biotechnology,CureVac N.V. (NasdaqGM:CVAC) 2024 Form 20-F,"CureVac N.V., a biopharmaceutical company, focuses on developing various transformative medicines based on messenger ribonucleic acid (mRNA). It is developing prophylactic vaccines, such as mRNA-based vaccine candidates CV2CoV, which is in Phase 1 clinical trial against SARS-CoV-2; CV7202 which is in Phase 1 clinical trial for the treatment of rabies; and CVSQIV to treat multivalent seasonal influenza; Flu SV mRNA fot treating nucleotides, single antigen seasonal influenza. The company develops CV8102, which is in Phase 1 clinical trial for treating melanoma and adenoidcystic carcinoma, as well as squamous cell cancer of skin, head, and neck; and CVGBM for treating cancer. CureVac N.V. was founded in 2000 and is headquartered in Tübingen, Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deutsche Bank AG - New York Branch,-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Creditor,Regional Banks,"Tesla, Inc. (NasdaqGS:TSLA) 2023 Form 10-K","Deutsche Bank AG - New York Branch operates as a bank. The company offers monetary intermediation. The company is a residential mortgage bank. The company's deposits include deposits in transaction accounts and individual retirement accounts and Keogh plan time deposits. The company offers domestic commercial and industrial loans. Also, it provides loans which include planned and unplanned overdrafts, to governments in non-U. S. Countries, to their official institutions, and to international and regional institutions. The company offers loans for purchasing or carrying securities. It was founded in 1978 and is headquartered in New York, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
