Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canfor Corporation (TSX:CFP),TSX:CFP,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Forest Products,Canfor Corporation (TSX:CFP) 2018 Form Doc,"Canfor Corporation operates as an integrated forest products company in the United States, Asia, Canada, Europe, and internationally. It operates in two segments, Lumber, and Pulp and Paper. The company manufactures and sells softwood lumber, remanufactured lumber products, engineered wood, and other lumber-related products, as well as wood chips and pellets; and generates green energy. It also offers dimension lumber products, such as spruce pine fir, southern yellow pine, Douglas fir larch, and Canfor red; specialty lumber products, including Balfour boards, WynnWood board, decking/fascia, lamstock, long lengths, shop/clear, and access mat lumber; and pulp and paper products comprising bleached and unbleached softwood kraft pulp, as well as bleached, colored, and unbleached kraft paper. The company was founded in 1938 and is headquartered in Vancouver, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon Streaming Corporation (OTCPK:OFST.F),OTCPK:OFST.F,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Environmental and Facilities Services,Carbon Streaming Corporation (OTCPK:OFST.F) 2024 Form Doc,"Carbon Streaming Corporation a carbon credit streaming and royalty company focused on creating shareholder value primarily through the acquisition and sale of carbon credits. It provides capital to carbon projects globally, primarily by entering into or acquiring streaming, royalty or royalty-like arrangements for the purchase of carbon credits. The company was formerly known as Mexivada Mining Corp. and changed its name to Carbon Streaming Corporation in June 2020. Carbon Streaming Corporation was incorporated in 2004 and is headquartered in Burlington, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cashrewards Limited,-,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Advertising,Cashrewards Limited - Form Doc,"Cashrewards Limited, a cashback ecosystem, enables members to browse brands and offers, and receive cashback on transactions by shopping online or in-store with participating merchant partners. It operates Cashrewards app and website; and offers debit or credit card-linked offers. The company was founded in 2014 and is based in Sydney, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caterpillar Inc. (NYSE:CAT),NYSE:CAT,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Construction Machinery and Heavy Transportation Equipment,Key DevelopmentClient Announcements Jan-19-2024,"Caterpillar Inc. manufactures and sells construction and mining equipment, off-highway diesel and natural gas engines, industrial gas turbines, and diesel-electric locomotives in worldwide. Its Construction Industries segment offers asphalt pavers, compactors, road reclaimers, forestry machines, cold planers, material handlers, track-type tractors, excavators, telehandlers, motor graders, and pipelayers; compact track, wheel, track-type, backhoe, and skid steer loaders; and related parts and tools. The company’s Resource Industries segment provides electric rope and hydraulic shovels, draglines, rotary drills, hard rock vehicles, tractors, mining trucks, wheel loaders, off-highway and articulated trucks, wheel tractor scrapers and dozers, fleet management products, landfill and soil compactors, machinery components, autonomous ready vehicles and solutions, work tools, and safety services and mining performance solutions, as well as related parts and services. Its Energy & Transportation segment offers reciprocating engine powered generator sets; reciprocating engines, drivetrain, and integrated systems and solutions; turbines, centrifugal gas compressors, and related services; and diesel-electric locomotives and components, and other rail-related products. The company’s Financial Products segment provides operating and finance leases, installment sale contracts, revolving charge accounts, repair/rebuild financing services, working capital loans, and wholesale financing; and insurance and risk management products and services. Its All Other Operating segment offers filters and fluids, undercarriage, ground engaging tools, fluid transfer products, precision seals, and rubber sealing and connecting components; parts distribution; logistics solutions and distribution services; brand management and marketing strategy services; and digital investments services. Caterpillar Inc. was founded in 1925 and is headquartered in Irving, Texas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centerspace (NYSE:CSR),NYSE:CSR,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Lessor,Multi-Family Residential REITs,Centerspace (NYSE:CSR) 2013 Form 10-K,"Centerspace, collectively with its consolidated subsidiaries (“Centerspace,” “the Company,” “we,” “us,” or “our”), is a North Dakota real estate investment trust (“REIT”) focused on the ownership, management, acquisition, redevelopment, and development of apartment communities. As of March 31, 2024, Centerspace owned interests in 70 apartment communities consisting of 12,883 apartment homes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerence Inc. (NasdaqGS:CRNC),NasdaqGS:CRNC,"Nuance Communications, Inc.","Subsidiary/Investment
                         ",Licensor,Application Software,Cerence Inc. (NasdaqGS:CRNC) 2024 Form 10-K,"Cerence Inc. provides AI powered virtual assistants for the mobility/transportation market in the United States, rest of the Americas, Germany, rest of Europe, the Middle East, Africa, Japan, and rest of the Asia-Pacific. The company offers edge software components, cloud-connected components, virtual assistant coexistence, and professional services. It also provides conversational artificial intelligence-based solutions, including speech recognition, natural language understanding, speech signal enhancement, text-to-speech, and acoustic modeling technology. Cerence Inc. was incorporated in 2020 and is headquartered in Burlington, Massachusetts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CETC Digital Technology Co.,Ltd. (SHSE:600850)",SHSE:600850,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,IT Consulting and Other Services,"CETC Digital Technology Co.,Ltd. (SHSE:600850) - Form Doc","CETC Digital Technology Co.,Ltd. provides software and information technology services in China. It offers digital products, including high-end industrial control processing platform, safe computer platform, intelligent data processing platform, signal processing platform and other related software and hardware products; industry digitalization products, such as financial technology, digital water conservancy, digital transportation, smart medical and other industry digital solutions; and digital new infrastructure comprising modular container data center, and data center environmental function components, such as intelligent lifting work platform and intelligent busbar system. It serves government, education, finance, telecommunications, manufacturing, energy, and transportation industries. The company was formerly known as Shanghai East-China Computer Co.,Ltd. CETC Digital Technology Co.,Ltd. was founded in 1993 and is based in Shanghai, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFN Enterprises Inc. (OTCPK:CNFN),OTCPK:CNFN,LinkedIn Corporation,"Subsidiary/Investment
                         ",Licensor,Interactive Media and Services,CFN Enterprises Inc. (OTCPK:CNFN) 2024 Form 10-K,"CFN Enterprises Inc. engages in the sponsored content and marketing business in the United States. The company sets up and manages compliant and turnkey ad campaigns, as well as runs sponsored content, including articles, press releases, videos, podcasts, advertisements and other media, email advertisements, and other marketing campaigns for public and private companies. It also operates various media platforms, including CannabisFN.com, CFNMediaNews.com, and other venues to educate and inform investors interested in the cannabis industry; and distributes content across various online platforms, such as the CannabisFN.com website, press releases, financial news syndicates, search engines, YouTube, iTunes, Instagram, X, Facebook, LinkedIn, and others. In addition, the company is involved in the white label manufacturing and co-packing business; and cannabidiol manufacturing business. It serves cannabis, hemp, and wellness industries. The company was formerly known as Accelerize Inc. and changed its name to CFN Enterprises Inc. in October 2019. CFN Enterprises Inc. was founded in 2001 and is based in Whitefish, Montana.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChannelAdvisor Corporation,-,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Application Software,ChannelAdvisor Corporation 2022 Form 10-K,"ChannelAdvisor Corporation, together with its subsidiaries, provides software-as-a-service (SaaS) solutions in the United States and internationally. The company’s SaaS is a cloud platform that helps brands and retailers to improve their e-commerce operations, expand to new channels, and grow sales. Its suite of solutions includes various platform modules, including Marketplaces module that connects customers to third-party marketplaces, and allows brands and distributors to manage purchase orders, shipment notifications, stock quantities, and invoices for multiple retail dropship partners; Digital Marketing module that creates, manages, and evaluates advertising using a variety of ad formats across multiple channels; Shoppable Media module that allows brands to provide web visitors to purchase using dynamic links to in-stock retail product pages or carts, or with information on where products can be purchased from local retail stores; and Brand Analytics module, which helps brands for e-commerce channels with actionable insights into how products are performing across thousands of retailer websites and marketplaces. Its customers include online businesses of brands and retailers, as well as advertising agencies that use its solutions on behalf of their clients. It was formerly known as AuctionRover.com and changed its name to ChannelAdvisor Corporation in July 2001. The company was incorporated in 2001 and is based in Morrisville, North Carolina. As of November 15, 2022, ChannelAdvisor Corporation operates as a subsidiary of Rithum Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicken Soup for the Soul Entertainment, Inc. (OTCPK:CSSE.Q)",OTCPK:CSSE.Q,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Movies and Entertainment,"Chicken Soup for the Soul Entertainment, Inc. (OTCPK:CSSE.Q) 2024 Form 10-K","Chicken Soup for the Soul Entertainment, Inc. operates as an advertising-supported video-on-demand (VOD) company in the United States and internationally. It owns and operates various ad-supported and subscription-based VOD networks, including Redbox, Crackle, Chicken Soup for the Soul, Popcornflix, Popcornflix Kids, Popcornflix Comedy, FrightPix, Truli, and Españolflix, as well as Pivotshare, subscription VOD platform. The company also operates Redbox Free Live TV, a free ad-supported streaming television (FAST) service with various channels as well as a transactional video-on-demand (TVOD) service; and a network of kiosks for DVD rentals. In addition, it is involved in the creation, acquisition, and distribution of films and TV series; and licensing of content through theatrical, home video, pay-per-view, free, cable and pay television, and subscription and advertising video-on-demand platforms. The company was founded in 1993 and is headquartered in Cos Cob, Connecticut. Chicken Soup for the Soul Entertainment, Inc. operates as a subsidiary of Chicken Soup for the Soul, LLC. On June 28, 2024, Chicken Soup for the Soul Entertainment, Inc., along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the District of Delaware. The plan was later approved as Chapter 7 liquidation on July 10, 2024.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chicony Electronics Co., Ltd. (TWSE:2385)",TWSE:2385,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Chicony Electronics Co., Ltd. (TWSE:2385) 2012 Form Doc","Chicony Electronics Co., Ltd. engages in the manufacture and sale of electronic parts and components in Taiwan and internationally. It offers input devices, including ergonomic, wired entry, wired multimedia, 2.4G wireless combo, Bluetooth, and smart card keyboards; mobile keyboards; and camera modules. The company also provides video image products, such as action cams, dash cams, outdoor IP cams, wearable cams, and porch IP cams; and automotive electronics comprising image systems and LED lighting products. In addition, it manufactures and sells switching power supplies and other electronic parts; researches, manufactures, and sells DSL bridges and routers; Internet solution for e-commerce solution; and produces and sells automotive and motorcycle components, electric machine and device, lamps, and plastic products. The company was incorporated in 1983 and is headquartered in New Taipei City, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinasoft International Limited (SEHK:354),SEHK:354,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,IT Consulting and Other Services,Chinasoft International Limited (SEHK:354) 2024 Form Doc,"Chinasoft International Limited, together with its subsidiaries, engages in development and provision of information technology (IT) solutions, IT outsourcing, and training services in the People’s Republic of China, the United States, Malaysia, Japan, Singapore, India, and Saudi Arabia. It operates through Technical Professional Services Group and Internet IT Services Group segments. The company offers cloud management services, cloud solutions, cloud training, and huawei cloud products; technology, operational strategy, business transformation, and enterprise exchange; human resource solutions. It also provides data engineering services, such as data center/platform construction, data control and governance platform and system construction, data mining and special data application construction, and data operation and maintenance platform construction; enterprise data asset management; artificial intelligence; and consulting and evaluation services. In addition, the company offers application software development and maintenance; management services; product engineering services comprising product design, software engineering, hardware engineering, product test quality assurance, and product life cycle management; and testing solutions for financial, insurance, retail, e-commerce, intelligent terminal, smart home, vehicle and central control, multilingual, and games businesses. Further, it provides software platform, including ResourceOne platform, a middleware platform based on cloud computing; big data middleware, a data scenario development platform; and TopLink/TSA, a payment platform. Additionally, the company offers business process outsource services for personnel and accounting, CAD architectural design, production design, and engineering design, DTP desktop publishing, banking transactions, webpage making, data entry, and client assistance. The company was incorporated in 2000 and is headquartered in Beijing, the People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI Games SE (WSE:CIG),WSE:CIG,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Interactive Home Entertainment,CI Games SE (WSE:CIG) - Form Doc,"CI Games SE produces, publishes, and distributes video games in Europe, North and South America, Asia, and Africa. It primarily publishes own and licensed games for various platforms, such as PlayStation, Xbox platforms, and PCs. The company’s lead games product are Lords of the Fallen, Survive and Scorpio projects, and Sniper Ghost Warrior. It sells games directly to retail chains and online through digital distribution channels. CI Games SE was founded in 2002 and is headquartered in Warsaw, Poland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cineverse Corp. (NasdaqCM:CNVS),NasdaqCM:CNVS,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Movies and Entertainment,Cineverse Corp. (NasdaqCM:CNVS) 2024 Form 10-K,"Cineverse Corp. operates as a streaming technology and entertainment company. It owns and operates streaming channels, through its proprietary technology platform. The company also delivers curated content through subscription video on demand (SVOD), dedicated ad-supported (AVOD), and ad-supported streaming linear (FAST) channels, as well as social video streaming services and audio podcasts; operates OTT streaming entertainment channels. It entertains consumers worldwide by providing feature film and television programs, enthusiast streaming channels, and technology services. The company was formerly known as Cinedigm Corp. and changed its name to Cineverse Corp. in May 2023. Cineverse Corp. was incorporated in 2000 and is based in New York, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirata plc (AIM:CRTA),AIM:CRTA,Microsoft Azure Inc.,"Subsidiary/Investment
                         ",Supplier,Systems Software,Cirata plc (AIM:CRTA) - Form Doc,"Cirata plc, together with its subsidiaries, engages in the development and provision of collaboration software in North America, Europe, China, and internationally. The company provides Data Migrator, an automated solution that moves on-premises HDFS data, Hive metadata, local filesystem, or cloud data sources to any cloud or on-premises environment; and Data Migrator for Hadoop, a cloud migration solution that automates the seamless transfer of HDFS data and Hive metadata to the cloud. It also offers Access Control Plus, an access control solution, that enables project administrators to manage the complexity of complete and proper authentication (AuthN) and authorization (AuthZ) configuration file generation; and Gerrit MultiSite, a development team collaboration solution, which enables replication of Gerrit server and packaged in a simple to deploy and maintain format. In addition, the company provides Git MultiSite and Subversion MultiSite Plus solutions enable distributed teams to collaborate as one with no downtime, no disruption, and consistent security policy enforcement across all locations. It offers its solutions for automotive, telecommunications, and financial service industries. The company was formerly known as WANdisco plc and changed its name to Cirata plc in October 2023. Cirata plc was incorporated in 2012 and is based in Saint Helier, Jersey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL Educate Limited (NSEI:CLEDUCATE),NSEI:CLEDUCATE,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Education Services,CL Educate Limited (NSEI:CLEDUCATE) - Form Doc,"CL Educate Limited provides education and test preparation training programmes in India and internationally. It operates in two segments, EdTech and MarTech. The company offers aptitude products for entrance exams, such as CAT, XAT, SNAP, CLAT, AILET, etc.; knowledge products for entrance exams, including JEE, NEET, GATE, and CUET; and international education products for international exams, such as GRE, GMAT, SAT, TOEFL, and IELTS under the Career Launcher brand. It distributes various titles that includes technical titles, preparation material for exams comprising GATE and technical vacancies in government jobs; non-technical titles, material for exams, including CAT, bank/SSC, civil services exams, and CUET; and school titles, resources for students preparing for board exams under the GK Publications brand name, as well as engages in B2B content publishing on demand for other institutions, including online EdTech companies. The company also offers integrated solutions for educational institutions and universities in India, including business advisory services under CL Educate Ltd. brand; student recruitment services; and research incubation and support services under the brand Accendere. In addition, it provides experiential marketing and event management, digital and marketing communication which includes web design and development, print solutions and student outreach services under CL Media brand, manpower management and training services, as well as customized engagement programs, strategic business, and transitioning businesses into metaverse solutions to corporates under Kestone brand name. Additionally, the company offers student mobility services, such as admission consulting, exam preparation, visa consulting, and value-added services. CL Educate Limited was incorporated in 1996 and is based in New Delhi, India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claranova SE (ENXTPA:CLA),ENXTPA:CLA,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Application Software,Claranova SE (ENXTPA:CLA) 2019 Form Doc,"Claranova SE, a technology company, engages in personalized e-commerce, software publishing, and internet of things (IoT) management in France, the United States, the United Kingdom, Germany, other European countries, and internationally. It operates in three segments: PlanetArt, Avanquest, and myDevices. The PlanetArt segment offers photos, frames, personalized books, and FreePrints mobile applications. The Avanquest segment provides antivirus, ad blocker, cleaning, and optimization tools under the Adaware brand; document management tools under the SodaPDF brand; and photo editor software and applications developed under the inPixio brand. The myDevices segment offers IoT solutions. Claranova SE was incorporated in 1984 and is headquartered in Courbevoie, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COIMA RES S.p.A. SIIQ,-,Microsoft S.r.l.,"Subsidiary/Investment
                         ",Landlord,Office REITs,COIMA RES S.p.A. SIIQ 2022 Form Doc,"COIMA RES is a Real Estate Investment Trust (REIT) founded in 2015 and listed on the Italian Stock Exchange since 2016. COIMA RES’ strategy is focussed on the development and active management of a high-quality real estate portfolio with a high sustainability content that is positioned to meet the current and future demand from tenants. At present, COIMA RES owns and manages a real estate portfolio mainly concentrated on the Milan office segment. COIMA RES aims to offer to its shareholders a balanced risk-return profile characterized by a stable and sustainable dividend and by the potential for appreciation of the real estate portfolio over time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colossus Media, LLC",-,XANDR INC.,"Subsidiary/Investment
                         ",Supplier,Interactive Media and Services,"Direct Digital Holdings, Inc. (NasdaqCM:DRCT) 2024 Form 424B4","Colossus Media, LLC develops and operates a sell-side marketing platform for email marketers, call centers, list owners, and affiliates. The company was founded in 2017 and is based in Surprise, Arizona. As of December 31, 2020, Colossus Media, LLC operates as a subsidiary of Direct Digital Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
