Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
"Bozhon Precision Industry Technology Co.,Ltd. (SHSE:688097)",SHSE:688097,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Industrial Machinery and Supplies and Components,"Bozhon Precision Industry Technology Co.,Ltd. (SHSE:688097) - Form ","Bozhon Precision Industry Technology Co.,Ltd. engages in the development, design, production, and sale of automation equipment, automated flexible production lines, automated key components, tooling, and others in China and internationally. The company is involved in industrial digitalization, intelligent workshop integration equipment, production lines, three-dimensional warehouses and software, industrial automation integrated equipment, fixtures, new energy charging and discharging equipment, laser equipment, laser equipment peripheral products technology development and technical consultation, technical service, research and development, production, system integration, engineering installation, sales, and after-sales service. It provides consulting services for digital factories, intelligent manufacturing solutions, new energy automotive products, mechanical and electronic equipment, industrial mobile cars, industrial mobile handling equipment, and related research and development, production, and sale of software. The company was founded in 2001 and is based in Suzhou, China."
Calnex Solutions plc (AIM:CLX),AIM:CLX,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Communications Equipment,Calnex Solutions plc (AIM:CLX) 2024 Form Doc,"Calnex Solutions plc designs, produces, and markets test instrumentation and solutions for network synchronization, and network emulation for telecoms networks, enterprise networks, and data centers in the Americas, North Asia, and internationally. The company offers Calnex SNE-X, a solution for the problem of ethernet testing; Paragon-neo, a platform that provides PTP and SyncE testing to 400GbE and sub-nanosecond accuracy for 5G networks; Paragon-X, a solution to test SyncE, PTP, and NTP mechanisms, as well as E1/T1 sync interfaces and ethernet OAM; Sentinel, a field solution for 3G/4G/5G mobile backhaul, E911/critical infrastructure, financial networks, and power comms; NE-ONE Enterprise to verify applications; SNE Ignite, a network emulation for 5G O-RAN; Sentry, a solution for remotely monitoring multiple NTP, PTP, and clock signals in data center networks; Calnex SNE, a solution for network emulation and simulation; and NE-ONE Professional, a performance test application for realistic networks, including LAN, WAN, Internet, Cloud, Wi-Fi, (A)DSL, mobile, and satellite to verify application performance. It also provides Paragon-ONE, a feature that bundles delivering test solutions for PTP to profiles, such as IEEE 802.1AS/AS-REV, SMPTE 2059-2, and ITU-T G.8275.1.; Attero-100G for 100/40/25GbE device performance testing; Attero-X, a network test solution; Tempo for canned tests for embedded GPS/GLONASS/BEDOU receiver and optional mini rubidium; Rb/GPS, a frequency reference that provides a stable 10MHz and a 1pps measurement reference for Sync testers; 1pps/ToD/Frequency Converter that converts timing signals; and Calnex Analysis Tool, a network and device analysis software. The company offers its products through a network of resellers and distributors. Calnex Solutions plc was incorporated in 2006 and is headquartered in Linlithgow, the United Kingdom."
Centaur Technology Inc.,-,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Vendor,Semiconductors,"VIA Technologies, Inc. (TWSE:2388) 2024 Form Doc",There is no business description for this supplier.
"CEVA, Inc. (NasdaqGS:CEVA)",NasdaqGS:CEVA,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Licensor,Semiconductors,"CEVA, Inc. (NasdaqGS:CEVA) 2024 Form 10-K","CEVA, Inc. provides silicon and software IP solutions to semiconductor and original equipment manufacturer (OEM) companies worldwide. Its 5G mobile and infrastructure products include Ceva-XC vector digital signal processors (DSPs) for 5G handsets, 5G RAN, and general-purpose baseband processing; PentaG-RAN, an open ran platform for base station and radio; and PentaG2 - 5G NR modem platform for UE, as well as for non-handset 5G vertical markets, such as fixed wireless access, industry 4.0, robotics, and AR/VR devices. The companyÕs wireless IoT products comprise RivieraWavesÕ Bluetooth 5dual mode and low energy platforms, RivieraWavesÕ Wi-Fi platforms, ultra-wide band platforms, and Cellular IoT and RedCap platforms, as well as sense and inference processors and platforms consist of NeuPro-M neural processing unit (NPU) family; SensPro2 sensor hub AI platforms addressing imaging, vision, powertrain, and applications, including DSP processors, AI accelerators, and a software portfolio; and Ceva-BX1 and Ceva-BX2 audio AI DSPs. Its sensing and audio software comprise RealSpace spatial audio software package; WhisPro speech recognition; ClearVox, a voice front-end software package for voice-enabled devices; and CDNN, a neural network graph compiler that enables AI developers to automatically compile, optimize, and run pre-trained networks onto embedded devices. The companyÕs application software IP are licensed primarily to OEMs who embed it in their system on chip designs. It delivers AI DSPs and NPUs in the form of a hardware description language definition; and offers development platforms, software development kits, and software debug tools, which facilitate system design, debug, and software development. The company licenses its technology through a direct sales force. CEVA, Inc. was formerly known as ParthusCeva, Inc. and changed its name to CEVA, Inc. in December 2003. The company was incorporated in 1999 and is headquartered in Rockville, Maryland."
"Delta Design, Inc.",-,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"Cohu, Inc. (NasdaqGS:COHU) 2013 Form 10-K","Delta Design, Inc. engages in the design, development, manufacture, and sale of semiconductor test-handling equipment to IC manufacturers worldwide. The company offers pick-and-place IC test handlers, thermal sub-systems, and environmental chambers for use in semiconductor final test, burn-in, and system level test applications. It also designs, manufactures, and supports device dedication kits for handlers with off-the-shelf and custom options. The company was founded in 1959 and is based in Poway, California. It has sales and service locations in the Americas, Asia, and Europe. Delta Design, Inc. operates as a subsidiary of Cohu, Inc."
"FormFactor, Inc. (NasdaqGS:FORM)",NasdaqGS:FORM,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"FormFactor, Inc. (NasdaqGS:FORM) 2024 Form 10-K","FormFactor, Inc. designs, manufactures, and sells probe cards, analytical probes, probe stations, metrology systems, thermal systems, and cryogenic systems to semiconductor companies and scientific institutions. It operates in two segments, Probe Cards and Systems. The company offers probe cards to test various semiconductor device types, including systems on a chip products, mobile application processors, microprocessors, microcontrollers, and graphic processors, as well as radio frequency, analog, mixed signal, image sensor, electro-optical, dynamic random access memory, NAND flash memory, and NOR flash memory devices, as well as computer processor devices; and analytical probes, which are used for a range of applications, including device characterization, electrical simulation model development, failure analysis, and prototype design debugging for universities, research institutions, semiconductor integrated device manufacturers, semiconductor foundries, and fabless semiconductor companies. It also provides probe systems for semiconductor design engineers to capture and analyze accurate data; surface metrology systems for the development, production, and quality control of semiconductor products; thermal subsystems, such as thermal chucks and other test systems used in probe stations and other applications; and precision cryogenic instruments, semiconductor tests, and measurement systems. In addition, the company offers on-site probe card maintenance and service training, seminars, and telephone support services. It markets and sells its products through direct sales force, manufacturersÕ representatives, and distributors in the United States, Taiwan, South Korea, China, Europe, Japan, Malaysia, Singapore, and internationally. The company was incorporated in 1993 and is headquartered in Livermore, California."
"Gudeng Precision Industrial Co., Ltd. (TPEX:3680)",TPEX:3680,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"Gudeng Precision Industrial Co., Ltd. (TPEX:3680) 2024 Form Doc","Gudeng Precision Industrial Co., Ltd. provides technology services worldwide. It offers wafer handling solutions, including shipping boxes, cassette boxes, wafer cassettes, and front opening wafer transfer boxes, as well as FOUP products; and reticle handling solutions, such as reticle boxes, nikon / canon reticle boxes, RSP 150, RSP 200, EUV PODs, TFT-LCD large size reticle boxes, assembled large-size reticle boxes, and other accessories. The company also provides cleaning, inspection, and maintenance services for its reticle and wafer handling products. In addition, it engages in the manufacture, trading, repair, and maintenance of various precision instruments; development, leasing, and sale of industrial plant, residential, building, and other real estate properties; sale of plastic and electronic products; sale and maintenance of automobiles; trading of various alcohol and aluminum foil products; and provision of investment, venture capital, and management consulting services. Gudeng Precision Industrial Co., Ltd. was incorporated in 1998 and is headquartered in New Taipei City, Taiwan."
"Ibiden Co.,Ltd. (TSE:4062)",TSE:4062,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Electronic Components,"Ibiden Co.,Ltd. (TSE:4062) - Form Doc","Ibiden Co.,Ltd. provides electronic and ceramics products in Japan, rest of Asia, North America, Europe, and internationally. The company offers IC package substrate for use in personal computers, data centers, and AI applications; motherboard and printed wiring boards; automotive exhaust system components, including diesel particulate filters; substrate holding mats; high temperature insulation materials; and graphite specialty products. It also provides decorative interior laminates for use in residential housing equipment, commercial facilities, offices, and hospitals. In addition, the company engages in the construction and maintenance of the renewable energy facilities; construction business; environmental engineering technology business; medical software package development; sale of information and communication terminals; and sale of welfare vehicles. Further, it engages in the solar and hydroelectric power generation. The company was formerly known as Ibigawa Electric Power Co., Ltd. and changed its name to Ibiden Co.,Ltd. in November 1982. The company was incorporated in 1912 and is headquartered in Ogaki, Japan."
"iMotion Automotive Technology (Suzhou) Co., Ltd. (SEHK:1274)",SEHK:1274,Mobileye N.V.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"iMotion Automotive Technology (Suzhou) Co., Ltd. (SEHK:1274) 2023 Form Doc","iMotion Automotive Technology (Suzhou) Co., Ltd. develops, manufactures, and sells autonomous driving (AD) products and solutions in the PeopleÕs Republic of China. The companyÕs autonomous driving solutions includes AD domain controller; associated sensors; integrated software, algorithms, and functions; and other services, such as sensor implementation, vehicle systems integration, and function testing and validation. It also provides SuperVision, a point-to-point assisted driving navigation solution on various road types; and iDC Series, a self-developed AD domain controller product lines that integrates high-speed driving and low-speed parking functions. In addition, the company offers iFC Series, a solution for level 2 autonomous driving, which comprises lane centering control, adaptive cruise control, emergency lane keeping, and automatic emergency braking functions. It serves original equipment manufacturers. The company was incorporated in 2016 and is headquartered in Suzhou, China."
"Impinj, Inc. (NasdaqGS:PI)",NasdaqGS:PI,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductors,"Impinj, Inc. (NasdaqGS:PI) 2023 Form 10-K","Impinj, Inc. operates a cloud connectivity platform in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. Its platform wirelessly connects items and delivers data about the connected items to business and consumer applications. The companyÕs platform comprises endpoint ICs, a miniature radios-on-a-chip that attaches to a host item and includes a number to identify the item. Its platform also consists of systems products that consists of reader ICs, readers, and gateways to wirelessly provide power to and communicate bidirectionally with endpoint ICs on host items, as well as to read, write, authenticate, and engage the endpoint ICs on those items; and software and algorithms that enable its partners to solve enterprise business problems, such as retail self-checkout and loss prevention. The company primarily serves retail, supply chain and logistics, automotive, aviation, banking, datacenters, food, healthcare, industrial and manufacturing, linen and uniform tracking, sports, and travel industries through original equipment and device manufacturers, tag service bureaus, systems integrators, value-added resellers, independent software vendors, and other solution partners. Impinj, Inc. was incorporated in 2000 and is headquartered in Seattle, Washington."
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,Mobileye Global Inc. (NasdaqGS:MBLY),"Subsidiary/Investment
                         ",Lessor,Semiconductors,Mobileye Global Inc. (NasdaqGS:MBLY) 2023 Form 10-K,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The companyÕs products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California."
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,Mobileye Global Inc. (NasdaqGS:MBLY),"Subsidiary/Investment
                         ",Licensor,Semiconductors,Mobileye Global Inc. (NasdaqGS:MBLY) 2024 Form 10-K,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The companyÕs products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California."
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,Mobileye Global Inc. (NasdaqGS:MBLY),"Subsidiary/Investment
                         ",Vendor,Semiconductors,Mobileye Global Inc. (NasdaqGS:MBLY) 2024 Form 10-K,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The companyÕs products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California."
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,MobilEye Vision Technologies Ltd.,"Subsidiary/Investment
                         ",Licensor,Semiconductors,Mobileye Global Inc. (NasdaqGS:MBLY) 2023 Form 10-K,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The companyÕs products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California."
