Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
Ahresty Corporation (TSE:5852),TSE:5852,"Hino Motors, Ltd. (TSE:7205)","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Ahresty Corporation (TSE:5852) - Form Doc,"Ahresty Corporation engages in the aluminum die casting, aluminum, and proprietary products businesses in Japan, North America, and Asia. The company engages in manufacturing and sale of auto parts, general engine parts, industrial machinery parts, and dies. It is also involved in the smelting, production, and sale of aluminum alloy ingots. In addition, the company manufactures and sells MOVAFLOR, a proprietary raised floor system used in clean rooms, computer rooms, air conditioning, and offices; and peripheral equipment for die cast production. The company was formerly known as Fuso Light Alloys Co., Ltd. and changed its name to Ahresty Corporation in 1988. Ahresty Corporation was founded in 1938 and is headquartered in Tokyo, Japan."
Ahresty Corporation (TSE:5852),TSE:5852,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,Ahresty Corporation (TSE:5852) - Form Doc,"Ahresty Corporation engages in the aluminum die casting, aluminum, and proprietary products businesses in Japan, North America, and Asia. The company engages in manufacturing and sale of auto parts, general engine parts, industrial machinery parts, and dies. It is also involved in the smelting, production, and sale of aluminum alloy ingots. In addition, the company manufactures and sells MOVAFLOR, a proprietary raised floor system used in clean rooms, computer rooms, air conditioning, and offices; and peripheral equipment for die cast production. The company was formerly known as Fuso Light Alloys Co., Ltd. and changed its name to Ahresty Corporation in 1988. Ahresty Corporation was founded in 1938 and is headquartered in Tokyo, Japan."
Aichi Steel Corporation (TSE:5482),TSE:5482,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Steel,Aichi Steel Corporation (TSE:5482) 2023 Form Doc,"Aichi Steel Corporation manufactures and sells steel, forged products, and electro-magnetic products in Japan. It operates through Steel, Stainless, Forging, Smart, and Other Business segments. The company offers specialty steel, including carbon, alloy, H-shaped, micro alloyed, boron, spring, and high carbon chrome bearing steel, as well as alloy steel bolting materials; and stainless steel products, such as angle and unequal angle bars, channel bars, compression bars, round bars, flat and square bars, welded H-beams and T-bars, and custom welded shaped steel products, as well as stainless steel products for high-pressure hydrogen, blades, building structures, and water sluices. It also provides titanium round, angle, and flat bars; engine, chassis, transmission, driveline, and e axle nit products; cold and hot work tool steel products; electromagnetic components comprising MI sensors, Nd-Fe-B resin bonded magnets, dental magnetic attachments, and electronic materials and components; amorphous wire; and TetsuRiki agri/aqua, which are iron ions used for plants. In addition, the company is involved in the production and sale of flame retardant materials; design and installation of industrial furnaces; mining, processing, and sale of limestone and other minerals; cargo transportation, handling, and storage activities; development of software; and sale and maintenance of computers and accessories devices. Further, it engages in the sale of daily commodities, as well as provision of restaurant services, lunch catering services, travel agency services, gardening services, etc.; design, development, manufacture, and sales of forging dies; and manufacture and sale of crude specialty steel. Aichi Steel Corporation was founded in 1934 and is headquartered in Tokai, Japan."
"Aisan Industry Co., Ltd. (TSE:7283)",TSE:7283,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,"Aisan Industry Co., Ltd. (TSE:7283) 2023 Form Doc","Aisan Industry Co., Ltd. engages in the manufacture and sale of automotive parts in Japan and internationally. The company offers fuel pumps, fuel pump modules, throttle bodies, EGR valves, intake manifolds, positive crankcase ventilation valves, charcoal canisters and fuel tank close valves, and engine valves for internal combustion engines. It also provides FI systems, titanium alloy engine valves, and charcoal canisters for motorcycles; and hydrogen fuel supply systems, air valve for FCV, electric water pump, and gas fuel systems for LPG and CNG, as well as offers engine calibration tests. The company was incorporated in 1938 and is headquartered in Obu, Japan."
Aisin Corporation (TSE:7259),TSE:7259,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,Aisin Corporation (TSE:7259) 2023 Form Doc,"Aisin Corporation manufactures and sells automotive parts, and energy and lifestyle related products. It provides powertrain products comprising 1 motor hybrid transmission and eaxle products; chassis and vehicle safety systems, such as automated parking systems and electronically controlled brake systems; power sliding door systems and sunroof products; connected and sharing solutions; and repair and maintenance products. The company also offers energy solutions comprising ENE·FARM, a system that generates electricity by extracting hydrogen from gas; gas heat pump air conditioners; warm water shower toilet seats; and peltier modules that are thermoelectric conversion devices, which function as heat pumps by sending direct current. In addition, it provides ILY-Ai, a multifunctional personal shopping mobility product for various user needs; fiber laser; and audio equipment. Aisin Corporation was founded in 1943 and is headquartered in Kariya, Japan."
Alicon Castalloy Limited (BSE:531147),BSE:531147,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,Alicon Castalloy Limited (BSE:531147) 9/5/ Form Doc,"Alicon Castalloy Limited provides design, manufacturing, engineering, casting, machining, assembly, painting, and surface treatment services for aluminum components in India and internationally. The company offers 2 and 4-wheeler cylinder heads, transcradles, motor and compressor housings, inlet pipes, motor stators, cac tanks, controller and distributor housings, battery trays, housings, enclosure bodies, fully finished cylinder heads, swing arms, cooling/junction boxes, inverter casings, transmission cases, e-axles, and top yokes/bridge fork tops as well as suspension, chassis, and brake parts. Its products are used in various sectors, such as e-mobility, automotive, agriculture, energy, medical and health, defence, infrastructure, locomotive, aerospace, and carbon-neutral. In addition, the company exports its products to approximately 18 countries. Alicon Castalloy Limited was formerly known as Enkei Castalloy Limited and changed its name to Alicon Castalloy Limited in December 2010. The company was incorporated in 1990 and is headquartered in Pune, India."
Altech Netstar (Proprietary) Limited,-,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Specialized Consumer Services,Altron Limited (JSE:AEL) - Form Doc,"Altech Netstar (Proprietary) Limited provides fleet management and stolen vehicle recovery services using a land-based radio network. It offers stolen vehicle tracking and recovery products, including Sleuth Nano, a wireless tracking unit; and early warning system, a radio frequency (RF) product that transmits alert signals to the control center in the event of theft or being towed away. The company also provides global system for mobile communication (GSM) and global positioning system (GPS) products, such as Sleuth Plus, a phone-in tracking system with GPS capability to pinpoint the exact location of the vehicle when activated for a recovery; Cyber-Sleuth Supreme, a solution that features GSM for communication and GPS for pinpoint positioning; and Boomerang, a GPS based tracking system suitable for placing inside assets that need to be tracked. In addition, it offers StarDrive, a Web and mobile-based product; and digitally connected fleet management and vehicle telematics services and solutions. Altech Netstar (Proprietary) Limited serves clients in South Africa, Botswana, Ghana, Mozambique, Namibia, Swaziland, Zambia, and internationally. The company was founded in 1992 and is headquartered in Midrand, South Africa with regional offices in Midrand, Durban, Cape Town, Port Elizabeth, East London, George, Pietermaritzburg, Rustenburg, Richards Bay, Newcastle, Witbank, Bloemfontein, Polokwane, and Nelspruit. Altech Netstar (Proprietary) Limited operates as a subsidiary of Allied Electronics Corporation Limited."
Anderson Consulting (Private) Limited,-,Hinopak Motors Limited (KASE:HINO),"Subsidiary/Investment
                         ",Vendor,,Hinopak Motors Limited (KASE:HINO) 2024 Form ,There is no business description for this supplier.
Aptiv PLC (NYSE:APTV),NYSE:APTV,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,Aptiv PLC (NYSE:APTV) 2023 Form 10-K,"Aptiv PLC engages in design, manufacture, and sale of vehicle components in North America, Europe, Middle East, Africa, the Asia Pacific, South America, and internationally. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates through two segments, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle’s electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. Its Advanced Safety and User Experience segment provides critical technologies and services for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, autonomous driving technologies, and end-to-end DevOps tools. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was incorporated in 2011 and is based in Dublin, Ireland."
ARB Corporation Limited (ASX:ARB),ASX:ARB,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,ARB Corporation Limited (ASX:ARB) 2024 Form Doc,"ARB Corporation Limited engages in the design, manufacture, distribution, and sale of motor vehicle accessories and light metal engineering works. The company provides earth campers; bull bars; side rails and steps; rear protection, towing, and wheel carriers; canopies; UTE lids and tub accessories; roof racks, cross bars, and carriers; old man EMU 4X4 suspensions; linx; driving lights; air compressors and tyre accessories; air lockers; winches; recovery equipment; recovery points; under vehicle protection; fuel tanks and storage; drawers and cargo solutions; slide kitchen; portable fridge freezers; tents, swags, and awnings; camping and touring accessories; UHF radios, GPS, and reverse cameras; safari snorkels; dual battery and solar systems; general accessories; interior protection; and merchandise products. The company serves stockists, vehicle dealers, and various fleet operators, as well as owns and license ARB branded store network. The company has operations in Australia, New Zealand, the United States, Thailand, the Middle East, Europe, and the United Kingdom. ARB Corporation Limited was incorporated in 1975 and is based in Kilsyth, Australia."
"Asahi Co., Ltd. (TSE:3333)",TSE:3333,Toyota Finance Corporation,"Subsidiary/Investment
                         ",Supplier,Other Specialty Retail,"Asahi Co., Ltd. (TSE:3333) 2023 Form Doc","Asahi Co., Ltd. sells bicycles, parts, accessories, and other related products in Japan and China. It offers general, sports, children’s, folding, and electric assist bicycles; and ancillary services, such as maintenance and repair. It operates retail and online stores. The company sells its products under the Cycle Base Asahi brand. The company was formerly known as Asahi Gangu and changed its name to Asahi Co., Ltd. in May 1992. Asahi Co., Ltd. was founded in 1949 and is headquartered in Osaka, Japan."
Asahi India Glass Limited (BSE:515030),BSE:515030,Toyota Kirloskar Motor Private Limited,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Asahi India Glass Limited (BSE:515030) 8/13 Form Doc,"Asahi India Glass Limited, an integrated glass and windows solutions company, manufactures and supplies various glass products in India and internationally. It operates in two segments, Automotive Glass and Float Glass. The company offers various automotive glass products, including IR cut and acoustic, antenna printed, heated windscreens, head up displays, and windscreens with rain sensor and ADAS; dark green UV cut, solar control, privacy, water repellent, encapsulated glasses, plug in windows, sliding windows for buses and trucks, IGU for metro and railways, and thinner and laminated sidelites; backlites with defogger, privacy and solar control glasses, and antenna printed backlites; and fixed laminated, tilt and slide, panoramic, bullet resistant glasses, and metro sunroofs, as well as refrigerator shelf and door glasses, and washing machine-flats/bends. It also provides a range of architectural glass products, such as clear float, heat absorbing, solar control, patterned reflective, sunshield, patterned sunshield, ecosense-energy efficient, impact resistance, burglar resistant, noise cancelling, valuglas, securityplus, insulated-glazed, heat-strengthened, swytchglas-electrochromatic, integrated blinds, pyrobel-fire resistant, and energy-efficient reflective glasses, as well as uPVC and aluminum windows. In addition, the company offers designer glasses, including frosted, mesh and colored laminated, fabric laminated, printed, and acid etched glasses, as well as distortion-free mirrors, ceramic frit, disegno, and back painted glasses in vibrant colors for interiors; and glass, window, and door solutions. Further, it provides car glass repair and replacement services. Asahi India Glass Limited was incorporated in 1984 and is based in Gurugram, India."
AsiaInfo Technologies Limited (SEHK:1675),SEHK:1675,"GAC Toyota Motor Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Application Software,AsiaInfo Technologies Limited (SEHK:1675) 2024 Form Doc,"AsiaInfo Technologies Limited, an investment holding company, offers telecom software products and related services for the communications, government affairs, finance, energy, transportation, and postal industries primarily in the People’s Republic of China. Its software product portfolio includes AISWare, data intelligence, Billing, BigData, Customer Relationship Management, Customer service, E-channel, intelligent highway integrated operation, Network management, AiDO, intelligent operation, data management, Internet of Things, business platform, data exchange and sharing, large-screen display, knowledge management and big data application, and data asset management. The company also offers deployment services, including demand analysis, project design and planning, software development and sourcing, system installation and launch, and trial operation and acceptance services; and operation and maintenance services. In addition, it provides data-driven operation, business consulting, system integration, and corporate training services; and network security related software products and services, as well as procures and sells third-party hardware and software. The company was founded in 1993 and is headquartered in Beijing, the People’s Republic of China."
"Aspen Aerogels, Inc. (NYSE:ASPN)",NYSE:ASPN,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Specialty Chemicals,"Aspen Aerogels, Inc. (NYSE:ASPN) 2024 Form 10-K","Aspen Aerogels, Inc. designs, develops, manufactures, and sells aerogel insulation products primarily for use in the energy infrastructure and sustainable insulation materials markets in the United States, Asia, Canada, Europe, and Latin America. It operates in two segments, Energy Industrial and Thermal Barrier. The company offers PyroThin thermal barriers for use in lithium-ion batteries in electric vehicles and energy storage industries; Pyrogel XTE that reduces the risk of corrosion under insulation in energy infrastructure operating systems; and Pyrogel HPS for applications within the power generation market. It also offers Pyrogel XTF to provide protection against fire; Cryogel Z for sub-ambient and cryogenic applications in the energy infrastructure market; Spaceloft Subsea for use in pipe-in-pipe applications in offshore oil production; and Cryogel X201, which is used in designing cold systems, such as refrigerated appliances, cold storage equipment, and aerospace systems. The company was founded in 2001 and is headquartered in Northborough, Massachusetts."
Asti Corporation (TSE:6899),TSE:6899,Daihatsu Motor Co. Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Asti Corporation (TSE:6899) - Form ,"Asti Corporation engages in the manufacture and sale of electrical equipment for cars in Japan. The company offers automotive electrical components, including various types of ECUs, air conditioner panels, car radios, switch sensors, and corner sensor units for four wheeled vehicles; grip heaters and pilot lamps for two wheeled vehicles; and controllers and switch boxes for electric vehicles. It also provides home and industrial electronics, such as display and electric control boards for automatic washing machines, dryers, and dish washers, as well as controllers and FA control equipment for industrial robots and surface mounters. In addition, the company offers wire harnesses for boats, two-wheeled and four-wheeled vehicles, and racing cars. Further, it provides power electronic products comprising e-mobility power boards for chargers and e-mobility DC/DC converters, as well as medical devices. Additionally, the company offers telecommunications equipment, including communication units, and circuit boards for security cameras and compact projectors. Asti Corporation was formerly known as Taiheiyou ASTI Corp. and changed its name to Asti Corporation in January 1992. Asti Corporation was incorporated in 1963 and is headquartered in Hamamatsu, Japan."
Autoline Industries Limited (NSEI:AUTOIND),NSEI:AUTOIND,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,Autoline Industries Limited (NSEI:AUTOIND) - Form Doc,"Autoline Industries Limited manufactures and sells sheet metal stampings, welded assemblies, and modules for original equipment manufacturers and other automobile companies in India. The company offers small mechanical assemblies, including pedal boxes, parking brakes, door hinges, cab stay and cab tilt assemblies, and battery brackets; exhaust systems; load body, tubular structures, fabrications, foot control modules, and skin panels; medium stamp parts/assemblies; large stamp assemblies; non-automotive assemblies; and hospital beds and steel furniture. It also provides design and engineering services, such as product engineering, product re-engineering, sheet metal-BIW design and engineering, reverse engineering, and jigs and fixture services. In addition, the company offers manufacturing services comprising tool room, and prototype and mass manufacturing services, as well as contract engineering manpower for onsite and offsite deployment. Further, it provides engineering and designing software services and business solutions. The company exports its products. Autoline Industries Limited was founded in 1995 and is based in Pune, India."
"Autoliv, Inc. (NYSE:ALV)",NYSE:ALV,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,"Autoliv, Inc. (NYSE:ALV) 2024 Form 10-K","Autoliv, Inc., through its subsidiaries, develops, manufactures, and supplies passive safety systems to the automotive industry in Europe, the Americas, China, Japan, and rest of Asia. It offers passive safety systems, including modules and components for frontal-impact airbag protection systems, side-impact airbag protection systems, seatbelts, steering wheels, and inflator technologies. The company also provides mobility safety solutions, such as pedestrian protection, battery cut-off switches, connected safety services, and safety solutions for riders of powered two wheelers. It primarily serves car manufacturers. Autoliv, Inc. was founded in 1953 and is headquartered in Stockholm, Sweden."
Automotive Industries Sendirian Berhad,-,Daihatsu Perodua Engine Manufacturing Sdn. Bhd,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,UMW Holdings Berhad 2023 Form Doc,"Automotive Industries Sendirian Berhad operates as an automotive parts and equipment company. It was founded in 1968 and is based in Shah Alam, Malaysia."
Autoneum Holding AG (SWX:AUTN),SWX:AUTN,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,Autoneum Holding AG (SWX:AUTN) - Form Doc,"Autoneum Holding AG develops and manufactures acoustic and thermal management solutions for vehicles. It offers multifunctional and lightweight components and systems for noise and heat protection. The company provides engine and e-motor encapsulations, frunks, outer dashes, hoodliners, engine top covers, and outer trunk floor insulators; and underbody products, including under body and battery shields, wheelhouse outer liners, outer tunnel and floor insulators, battery electromagnetic shields, under battery shields, and heatshields. It also offers interior floor products comprising inner dashes, needle punch and tufted carpets, floor insulators and mats, and inner wheelhouse and trunk floor insulators. In addition, it provides trunk side trim, load floors, tailgate trim, and floor carpet and trim, parcel shelves, and backseat trim; accessory and gearbox encapsulations, and noise shields; under engine shields; washable surface flooring and carpet system; and side and near panels, upper storage, and bunk bed support. The company has operations in Europe, North America, Asia, South America, the Middle East, and Africa. Autoneum Holding AG was founded in 1901 and is headquartered in Winterthur, Switzerland."
Baluchistan Wheels Limited (KASE:BWHL),KASE:BWHL,Hinopak Motors Limited (KASE:HINO),"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Baluchistan Wheels Limited (KASE:BWHL) 2024 Form ,"Baluchistan Wheels Limited manufactures and markets automotive wheel rims for trucks, buses, tractors, cars, and mini commercial vehicles in Pakistan and internationally. The company offers disc wheels for cars, vans, pick-ups, and other commercial vehicles, as well as 4x4 vehicles. It also offers front and rear disc wheels for agricultural tractors. Baluchistan Wheels Limited was incorporated in 1980 and is headquartered in Karachi, Pakistan."
Bangchak Sriracha Public Company Limited (SET:BSRC),SET:BSRC,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Oil and Gas Refining and Marketing,Bangchak Sriracha Public Company Limited (SET:BSRC) 2024 Form Doc,"Bangchak Sriracha Public Company Limited refines and markets petroleum products in Thailand and internationally. The company provides liquefied petroleum gas, gasoline, jet fuel, kerosene, diesel, fuel oil, asphalt, and lubricants. It sells refined petroleum products through retail service stations under the Bangchak brand; and directly to commercial customers in the industrial, wholesale, aviation, marine sector, and export. The company also offers hydrocarbon solvents, such as hexane used in edible oil seed extractions and as a carrier in petrochemical production; rubber solvents that are used as adhesives and rubber cement for manufacturing of tires; and white spirits used in coating and paint industries. In addition, it provides lubes and specialties; operates refinery, chemical manufacturing plant, distribution facilities, and oil terminals; sells chemical products; and leases real estate properties. The company was formerly known as Esso (Thailand) Public Company Limited and changed its name to Bangchak Sriracha Public Company Limited in November 2023. The company was founded in 1894 and is based in Bangkok, Thailand. Bangchak Sriracha Public Company Limited is a subsidiary of Bangchak Corporation Public Company Limited."
"Bank of America, N.A., Jakarta Branch",-,PT Toyota Astra Financial Services,"Subsidiary/Investment
                         ",Creditor,Diversified Banks,PT Toyota Astra Financial Services 2020 Form Doc,"Bank of America, N.A., Jakarta Branch offers commercial and private banking services. It offers loans, current and saving accounts, and depository services. The bank is based in South Jakarta, Indonesia. Bank of America, N.A., Jakarta Branch operates as a subsidiary of Bank of America, National Association"
Basilic Fly Studio Limited (NSEI:BASILIC),NSEI:BASILIC,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Movies and Entertainment,Basilic Fly Studio Limited (NSEI:BASILIC) - Form Doc,"Basilic Fly Studio Limited operates visual effects (VFX) studios in India and internationally. The company provides VFX solutions for projects, including movies, TV and net series, and commercials. Basilic Fly Studio Limited was founded in 2012 and is based in Chennai, India."
