Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
"American Honda Motor Co., Inc.",-,Honda India Power Products Limited (BSE:522064),"Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,Honda India Power Products Limited (BSE:522064) - Form Doc,"American Honda Motor Co., Inc. is an automobile manufacturers company. It was founded in 2004 and is based in Torrance, California. American Honda Motor Co., Inc. operates as a subsidiary of Honda Motor Co., Ltd."
"ARRIVER HOLDCO, INC.",-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,"ARRIVER HOLDCO, INC. 2022 Form 10-K","ARRIVER HOLDCO, INC. engages in the design, development, manufacture, and sale of automotive safety electronics primarily in North America, Europe, and Asia. It offers mono-and stereo-vision cameras, night driving assist systems, advanced driver assist systems (ADAS), electronic control units, seat belt pre-tensioner electronic controllers, and ADAS software for highly automated driving (HAD) and autonomous driving (AD). The company also provides driver monitoring systems, LiDAR sensors, RoadScape positioning, and other technologies for ADAS, HAD, and AD solutions. ARRIVER HOLDCO, INC. was formerly known as VEONEER, INC. ARRIVER HOLDCO, INC. was incorporated in 2017 and is headquartered in Stockholm, Sweden. ARRIVER HOLDCO, INC. operates as a subsidiary of Ssw Holdco Lp."
Asahi India Glass Limited (BSE:515030),BSE:515030,Honda Cars India Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Asahi India Glass Limited (BSE:515030) 8/13 Form Doc,"Asahi India Glass Limited, an integrated glass and windows solutions company, manufactures and supplies various glass products in India and internationally. It operates in two segments, Automotive Glass and Float Glass. The company offers various automotive glass products, including IR cut and acoustic, antenna printed, heated windscreens, head up displays, and windscreens with rain sensor and ADAS; dark green UV cut, solar control, privacy, water repellent, encapsulated glasses, plug in windows, sliding windows for buses and trucks, IGU for metro and railways, and thinner and laminated sidelites; backlites with defogger, privacy and solar control glasses, and antenna printed backlites; and fixed laminated, tilt and slide, panoramic, bullet resistant glasses, and metro sunroofs, as well as refrigerator shelf and door glasses, and washing machine-flats/bends. It also provides a range of architectural glass products, such as clear float, heat absorbing, solar control, patterned reflective, sunshield, patterned sunshield, ecosense-energy efficient, impact resistance, burglar resistant, noise cancelling, valuglas, securityplus, insulated-glazed, heat-strengthened, swytchglas-electrochromatic, integrated blinds, pyrobel-fire resistant, and energy-efficient reflective glasses, as well as uPVC and aluminum windows. In addition, the company offers designer glasses, including frosted, mesh and colored laminated, fabric laminated, printed, and acid etched glasses, as well as distortion-free mirrors, ceramic frit, disegno, and back painted glasses in vibrant colors for interiors; and glass, window, and door solutions. Further, it provides car glass repair and replacement services. Asahi India Glass Limited was incorporated in 1984 and is based in Gurugram, India."
"Asian Honda Motor Co., Ltd.",-,Honda India Power Products Limited (BSE:522064),"Subsidiary/Investment
                         ",Supplier,Automotive Retail,Honda India Power Products Limited (BSE:522064) - Form Doc,"Asian Honda Motor Co., Ltd. operates as a motorcycle distributor in Thailand. It sells cars, motorcycles, power products, jets, and aero engines. The company also offers power products, such as engines, generators, lawnmowers, marine products, and water pumps. In addition, it engages in providing research and development and after sales services. The company has operations in Australia, India, Indonesia, Malaysia, New Zealand, Pakistan, the Philippines, Singapore, South Korea, Taiwan, Thailand, and Vietnam. Asian Honda Motor Co., Ltd. was incorporated in 1964 and is headquartered in Bangkok, Thailand. Asian Honda Motor Co., Ltd. operates as a subsidiary of Honda Motor Co., Ltd."
ASK Automotive Limited (NSEI:ASKAUTOLTD),NSEI:ASKAUTOLTD,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,ASK Automotive Limited (NSEI:ASKAUTOLTD) 7/27 Form Doc,"ASK Automotive Limited, through its subsidiary, manufactures and sells auto components for the automobiles industry in India. The company offers advanced braking systems, such as brake shoe and pad, brake panel assembly, clutch plate and shoe, brake linings, disc brake pad, and brake liner. It also offers aluminum lightweighting precision solutions for two and four-wheeler, and electric vehicles. In addition, the company provides front and rear brake cables, speedometer cables, seat lock,  fuel lid, temperature controller, and choke cables. ASK Automotive Limited serves original equipment manufacturers. The company was incorporated in 1988 and is based in Gurugram, India."
Asti Corporation (TSE:6899),TSE:6899,Honda Access Corp.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Asti Corporation (TSE:6899) - Form ,"Asti Corporation engages in the manufacture and sale of electrical equipment for cars in Japan. The company offers automotive electrical components, including various types of ECUs, air conditioner panels, car radios, switch sensors, and corner sensor units for four wheeled vehicles; grip heaters and pilot lamps for two wheeled vehicles; and controllers and switch boxes for electric vehicles. It also provides home and industrial electronics, such as display and electric control boards for automatic washing machines, dryers, and dish washers, as well as controllers and FA control equipment for industrial robots and surface mounters. In addition, the company offers wire harnesses for boats, two-wheeled and four-wheeled vehicles, and racing cars. Further, it provides power electronic products comprising e-mobility power boards for chargers and e-mobility DC/DC converters, as well as medical devices. Additionally, the company offers telecommunications equipment, including communication units, and circuit boards for security cameras and compact projectors. Asti Corporation was formerly known as Taiheiyou ASTI Corp. and changed its name to Asti Corporation in January 1992. Asti Corporation was incorporated in 1963 and is headquartered in Hamamatsu, Japan."
Asti Corporation (TSE:6899),TSE:6899,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Asti Corporation (TSE:6899) - Form ,"Asti Corporation engages in the manufacture and sale of electrical equipment for cars in Japan. The company offers automotive electrical components, including various types of ECUs, air conditioner panels, car radios, switch sensors, and corner sensor units for four wheeled vehicles; grip heaters and pilot lamps for two wheeled vehicles; and controllers and switch boxes for electric vehicles. It also provides home and industrial electronics, such as display and electric control boards for automatic washing machines, dryers, and dish washers, as well as controllers and FA control equipment for industrial robots and surface mounters. In addition, the company offers wire harnesses for boats, two-wheeled and four-wheeled vehicles, and racing cars. Further, it provides power electronic products comprising e-mobility power boards for chargers and e-mobility DC/DC converters, as well as medical devices. Additionally, the company offers telecommunications equipment, including communication units, and circuit boards for security cameras and compact projectors. Asti Corporation was formerly known as Taiheiyou ASTI Corp. and changed its name to Asti Corporation in January 1992. Asti Corporation was incorporated in 1963 and is headquartered in Hamamatsu, Japan."
Asti Corporation (TSE:6899),TSE:6899,"Honda R&D Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Asti Corporation (TSE:6899) - Form ,"Asti Corporation engages in the manufacture and sale of electrical equipment for cars in Japan. The company offers automotive electrical components, including various types of ECUs, air conditioner panels, car radios, switch sensors, and corner sensor units for four wheeled vehicles; grip heaters and pilot lamps for two wheeled vehicles; and controllers and switch boxes for electric vehicles. It also provides home and industrial electronics, such as display and electric control boards for automatic washing machines, dryers, and dish washers, as well as controllers and FA control equipment for industrial robots and surface mounters. In addition, the company offers wire harnesses for boats, two-wheeled and four-wheeled vehicles, and racing cars. Further, it provides power electronic products comprising e-mobility power boards for chargers and e-mobility DC/DC converters, as well as medical devices. Additionally, the company offers telecommunications equipment, including communication units, and circuit boards for security cameras and compact projectors. Asti Corporation was formerly known as Taiheiyou ASTI Corp. and changed its name to Asti Corporation in January 1992. Asti Corporation was incorporated in 1963 and is headquartered in Hamamatsu, Japan."
"A-Tech Solution Co., Ltd. (KOSDAQ:A071670)",KOSDAQ:A071670,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Industrial Machinery and Supplies and Components,"A-Tech Solution Co., Ltd. (KOSDAQ:A071670) - Form ","A-Tech Solution Co., Ltd. manufactures and sells injection molds and stamping dies in South Korea and internationally. The company offers injection molds for automotive parts, electronic parts, tooling, and machines; stamping die for automotive parts, including moving panels, high tension steels, and progressive tools; vacuum/foaming molds for refrigerators, foaming molds for interior automotive parts, and press molds for home appliance parts; and composite tools. It also manufactures automotive parts, such as precision gear, electric parking brake parts, seat parts; front lamp and rear combination lamp; HUD, head light, LiDar, light guide, camera and sensing, and optical parts. A-Tech Solution Co., Ltd. was founded in 2001 and is headquartered in Hwaseong-si, South Korea."
Atlas Battery Limited (KASE:ATBA),KASE:ATBA,Honda Atlas Cars (Pakistan) Limited (KASE:HCAR),"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Atlas Battery Limited (KASE:ATBA) 2024 Form Doc,"Atlas Battery Limited manufactures, markets, and sells automotive, motorcycle, and energy storage batteries in Pakistan and internationally. The company offers light, medium, heavy, SP, washi, hybrid, maintenance free, deep cycle, and motorcycle batteries, as well as battery tonic under the Atlas and AGS brands. Its products are used in vehicles, motorcycles, tractors, buses, uninterrupted power supply equipment, solar panels, and genset applications. The company serves domestic appliance, industrial equipment, and replacement market, as well as original equipment manufacturers through a network of dealers. Atlas Battery Limited was incorporated in 1966 and is headquartered in Karachi, Pakistan. Atlas Battery Limited is a subsidiary of Shirazi Investments (Private) Limited."
Audix Corporation (TWSE:2459),TWSE:2459,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Electrical Components and Equipment,Audix Corporation (TWSE:2459) 2024 Form Doc,"Audix Corporation manufactures, markets, trades in, and distributes electronic components in Taiwan. The company manufactures electronic components, such as relays, transformers, chokes, and couplers; precision molds and finished products, including precision pressing molds comprising multi-position progressive dies, composite molds, forming molds, and automatic joint riveting dies; precision pressing products, such as precision coupler, automobile switch, relay connection riveting, hearing aid, and assortment of adhesive terminals; precision coupler parts, plastic parts for electronics and electric appliances, and plastic parts for medical devices; and coupler assemblies, as well as coils, electronic special equipment and their spare parts, and anti-electromagnetic interference components. It designs, develops, and manufactures automated production equipment for CCFL and electronics; and equipment and jigs for the assembly of automobile components, as well as offers electronic switches for automobiles. In addition, the company engages in safety standard test certification and electromagnetic compatibility test certification; warehousing business, international trade, entrepot trade, intra-regional trade, and business market consulting; inspection and testing services; design and production of microcontroller electronic control board and integrated circuit block. Further, it engages in the design of electronic, motor, and electrical product technology, as well as provision of technical consultation and service; various engineering construction activities; sale of electronic measuring instruments and home-made products; and testing of electronic and electrical products. Additionally, it offers services for safety verification and EMC authentication, as well as for the development of software/hardware products; anechoic chamber design and construction services; and chemistry examination services. Audix Corporation was founded in 1980 and is based in Taipei, Taiwan."
"Autoliv, Inc. (NYSE:ALV)",NYSE:ALV,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,"Autoliv, Inc. (NYSE:ALV) 2024 Form 10-K","Autoliv, Inc., through its subsidiaries, develops, manufactures, and supplies passive safety systems to the automotive industry in Europe, the Americas, China, Japan, and rest of Asia. It offers passive safety systems, including modules and components for frontal-impact airbag protection systems, side-impact airbag protection systems, seatbelts, steering wheels, and inflator technologies. The company also provides mobility safety solutions, such as pedestrian protection, battery cut-off switches, connected safety services, and safety solutions for riders of powered two wheelers. It primarily serves car manufacturers. Autoliv, Inc. was founded in 1953 and is headquartered in Stockholm, Sweden."
"Ay Manufacturing, Ltd.",-,"Yachiyo Industry Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"Yachiyo Industry Co., Ltd. 2023 Form Doc","Ay Manufacturing, Ltd. manufactures and supplies sunroofs for vehicles. Ay Manufacturing was founded in 1997 and is headquartered in Columbus, Ohio. Ay Manufacturing, Ltd. operates as a subsidiary of Yachiyo Industry Co., Ltd. and Specialty Vehicle Acquisition Company."
Ayala Corporation (PSE:AC),PSE:AC,"Honda Cars Philippines, Inc.","Subsidiary/Investment
                         ",Supplier,Industrial Conglomerates,Ayala Corporation (PSE:AC) - Form Doc,"Ayala Corporation engages in the real estate and hotel businesses in the Philippines, Europe, Asia, and the United States. It develops, constructs, leases, and sells residential and commercial lots, as well as develops and sells leisure properties; manages land bank; operates hotels, cinema, and theaters; and provides construction and property management services. The company also provides saving and time deposits, corporate, consumer, mortgage, leasing, and agri business loans; deposit and cash management, asset management, securities brokerage, foreign exchange and capital markets investment, corporate finance and consulting, investment banking, internet banking, foreign exchange, and safety deposit services; and life, non-life, pre-need, and reinsurance services. In addition, it offers digital wireless communication, long distance communication, broadband internet, wireline voice and data communication, and local exchange carrier services; and designs, develops, operates, administers, and manages software applications and systems. Further, the company offers electronics manufacturing, and power semiconductor assembly and testing services; and generates power using renewable and conventional technologies. Additionally, the company manufactures, distributes, sells, repairs, and services passenger cars, commercial vehicles, and motorcycles; and provides water delivery, sewerage, sanitation, and distribution services, as well as pipe works, used water management, and management services, as well as offers venture capital for technologies and businesses; and onshore and offshore outsourcing, air-chartered, consultancy, healthcare, infrastructure, logistics, and education services. It also provides agriculture services. The company was founded in 1834 and is headquartered in Makati City, the Philippines."
"Blue Energy Co., Ltd.",-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Electrical Components and Equipment,GS Yuasa Corporation (TSE:6674) - Form Doc,"Blue Energy Co., Ltd. manufactures and sells lithium-ion batteries. It offers EH4 cells and civic hybrid carried EH4 battery systems. The company was founded in 2009 and is based in Fukuchiyama, Japan. Blue Energy Co., Ltd. operates as a subsidiary of GS Yuasa Corporation."
Boutique Newcity Public Company Limited (SET:BTNC),SET:BTNC,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Apparel Retail,Boutique Newcity Public Company Limited (SET:BTNC) 2024 Form Doc,"Boutique Newcity Public Company Limited, engages in the trading of ready-made garments in Thailand. It operates in four segments: Domestic Retail, Online, Foreign Retail, and Corporate Sales. The company offers its products under the Uniform Specializer, A`MAZE, GSP, C&D, Jousse, LOF-FI-CIEL, and Guy Laroche brand names. Boutique Newcity Public Company Limited was founded in 1969 and is headquartered in Bangkok, Thailand."
Boutique Newcity Public Company Limited (SET:BTNC),SET:BTNC,Honda Turkiye A.S.,"Subsidiary/Investment
                         ",Supplier,Apparel Retail,Boutique Newcity Public Company Limited (SET:BTNC) 2024 Form Doc,"Boutique Newcity Public Company Limited, engages in the trading of ready-made garments in Thailand. It operates in four segments: Domestic Retail, Online, Foreign Retail, and Corporate Sales. The company offers its products under the Uniform Specializer, A`MAZE, GSP, C&D, Jousse, LOF-FI-CIEL, and Guy Laroche brand names. Boutique Newcity Public Company Limited was founded in 1969 and is headquartered in Bangkok, Thailand."
CapitaLand Ascott Trust (SGX:HMN),SGX:HMN,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Landlord,Hotel and Resort REITs,CapitaLand Ascott Trust (SGX:HMN) 2023 Form Doc,"CapitaLand Ascott Trust (CLAS) is the largest lodging trust in Asia Pacific with an asset value of S$8.7 billion as at 31 December 2023. CLAS? objective is to invest primarily in incomeproducing real estate and real estate-related assets which are used or predominantly used as serviced residences, rental housing properties, student accommodation and other hospitality assets in any country in the world. CLAS was listed on the Singapore Exchange Securities Trading Limited (SGX-ST) since March 2006, and is a constituent of the FTSE EPRA Nareit Global Real Estate Index Series (Global Developed Index). CLAS? international portfolio comprises 106 properties with more than 19,000 units in 45 cities across 16 countries in Asia Pacific, Europe and the United States of America as at 31 December 2023. CLAS? properties are mostly operated under the Ascott, Somerset, Quest and Citadines brands. They are mainly located in key gateway cities such as Barcelona, Berlin, Brussels, Hanoi, Ho Chi Minh City, Jakarta, Kuala Lumpur, London, Manila, Melbourne, Munich, New York, Paris, Perth, Seoul, Singapore, Sydney and Tokyo. CLAS is a stapled group comprising CapitaLand Ascott Real Estate Investment Trust (CapitaLand Ascott REIT) and CapitaLand Ascott Business Trust (CapitaLand Ascott BT). CLAS is managed by CapitaLand Ascott Trust Management Limited (as manager of CapitaLand Ascott REIT) and CapitaLand Ascott Business Trust Management Pte. Ltd. (as trustee-manager of CapitaLand Ascott BT). The manager and trustee-manager are wholly owned subsidiaries of Singapore-listed CapitaLand Investment Limited, a leading global real estate investment manager with a strong Asia foothold."
"Cardington Yutaka Technologies, Inc.",-,"Yutaka Giken Co.,Ltd. (TSE:7229)","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"Yutaka Giken Co.,Ltd. (TSE:7229) 2023 Form Doc","Cardington Yutaka Technologies, Inc. develops, manufactures, and supplies automotive parts. The company offers torque converters, catalytic converters, and exhaust systems. The company serves original equipment manufacturers worldwide. Cardington Yutaka Technologies, Inc. was founded in 1995 and is based in Cardington, Ohio with an additional offices in Cardington, Ohio; Cullman, Alabama; and Guanajuato, Mexico. Cardington Yutaka Technologies, Inc. operates as a subsidiary of Yutaka Giken Co.,Ltd."
Castex Technologies Limited,-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Castex Technologies Limited - Form Doc,"Castex Technologies Limited engages in the manufacture and sale of motor vehicle parts and accessories in India. The company offers products for passenger cars, light and heavy commercial vehicles, tractors, and 2/3 wheelers. It provides machining products, which include steering knuckles, ladder frames, engine bearing ladders, exhaust manifolds, aluminum case housings, bridge fork assemblies, hubs, spindles, connecting rods, crankshafts, housings, gear shifter forks, front axle beam assemblies, conrod piston sub-assemblies, crankshaft and flywheel assemblies, pivot arms, flywheel housings and assemblies, wheel hubs, PTO casings, front axle beams, and front and rear axles. The company also offers forging products comprising connecting rods and caps, crankshafts and camshafts, steering levers, gear shifter forks, sector gears and shafts, front impact beams drive shafts, spindlers, hubs and flanges, transmission components, steering parts, pistons, propeller fork shafts, stub?axles, front axle beams, and front and rear axle shafts; and casting aluminum products consisting of clutch and transmission cases, timing chain covers, mounting brackets, camshaft covers/carriers, bearing ladders/sumps, structural covers, and differential flanges. In addition, it provides casting iron products, such as cylinder blocks and heads, transmission housings, brake carriers and calipers, trumpet casings, crankshafts, intake and exhaust manifolds, flywheels and flywheel housings, turbo chargers, bell housings, and link shafts. The company was formerly known as Amtek India Limited and changed its name to Castex Technologies Limited in June 2015. Castex Technologies Limited was founded in 1983 and is based in New Delhi, India."
"Cheng Shin Rubber Ind. Co., Ltd. (TWSE:2105)",TWSE:2105,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Tires and Rubber,"Cheng Shin Rubber Ind. Co., Ltd. (TWSE:2105) 2023 Form Doc","Cheng Shin Rubber Ind. Co., Ltd., together with subsidiaries, processes, manufactures, and trades in bicycle and electrical vehicle tires, reclaimed rubbers, rubbers and resins, and other rubber products. It also manufactures and trades in various rubber products and related rubber machinery. In addition, the company researches, develops, tests, manufactures, exhibits, imports, exports, wholesales, and retails various tires, automobile accessories, and related products. Further, it operates a technical center; produces, sells, and maintains models; retails accessories for rubber tires; provides container transportation, warehouse logistic, and after-sales service center services; and manages racing tracks. Additionally, the company is involved in the construction and trading of employees? housings; and trading of vehicles parts and accessories. It operates in Taiwan, China, the United States, and internationally. Cheng Shin Rubber Ind. Co., Ltd. was incorporated in 1967 and is headquartered in Changhua, Taiwan."
Chengdu Yonghua F.C.C. Clutches Co. Ltd,-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,"F.C.C. Co., Ltd. (TSE:7296) - Form Doc","CHENGDU YONGHUA. F.C.C. CLUTCHES CO., LTD. manufactures and sells clutches for motorcycles and automobiles. The company was formerly known as F.C.C. CLUTCHES. CO., LTD. The company was founded in 1994 and is based in Chengdu, China. CHENGDU YONGHUA. F.C.C. CLUTCHES CO., LTD. operates as a subsidiary of F.C.C. Co., Ltd."
China FCC Foshan Co. Ltd.,-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,,"F.C.C. Co., Ltd. (TSE:7296) - Form Doc",There is no business description for this supplier.
