Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlobalFoundries Inc. (NasdaqGS:GFS),NasdaqGS:GFS,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Supplier,Semiconductors,GlobalFoundries Inc. (NasdaqGS:GFS) 2024 Form 20-F,"GlobalFoundries Inc., a semiconductor foundry, provides range of mainstream wafer fabrication services and technologies worldwide. It manufactures various semiconductor devices, including microprocessors, mobile application processors, baseband processors, network processors, radio frequency modems, microcontrollers, and power management units. GlobalFoundries Inc. has a strategic partnership with Efficient Computer to develop high-performance computer processors. The company was incorporated in 2008 and is headquartered in Malta, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldman Sachs Bank USA,-,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Creditor,Regional Banks,"Advanced Micro Devices, Inc. (NasdaqGS:AMD) 2023 Form 10-Q","Goldman Sachs Bank USA, together with its subsidiaries, operates as a New York State-chartered bank. The company accepts deposits from private bank clients, U.S. consumers, clients of third-party broker-dealers, institutions, corporations, and its affiliates. Its banking activities include providing corporate, residential and commercial real estate, securities-based, and other collateralized loans; lending commitments; and issuing credit cards to consumers; offering term loans, revolving lines of credit, letter of credit facilities, and bridge loans to institutions and corporations. The company also originates loans to clients, including wealth management clients, purchase loans secured by commercial and residential real estate, and lends to clients who warehouse assets that are directly or indirectly secured by commercial and residential real estate. In addition, the company originates loans that are secured by stocks, bonds, mutual funds, and exchange-traded funds primarily to wealth management clients; extends loans that are backed by specific collateral; and extends loans to investment funds. Further, it offers installment, credit card, and other loans; transaction banking services, such as commercial deposit accounts, payment, escrow, and liquidity management services to institutions, corporations, and affiliates; and underwriting, advisory, and asset and wealth management services. The company was founded in 1990 and is based in New York, New York with branches in Salt Lake City and Draper, Utah; London, United Kingdom; and Tokyo, Japan. Goldman Sachs Bank USA operates as a subsidiary of The Goldman Sachs Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gratifii Limited (ASX:GTI),ASX:GTI,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Supplier,Application Software,Gratifii Limited (ASX:GTI) 2023 Form Doc,"Gratifii Limited, together with its subsidiaries, engages in the design and development of loyalty and rewards programs in Australia, New Zealand, South Africa, and Singapore. The company operates Mosaic, a software-as-a-service loyalty platform that allows businesses to customize, operate, and manage loyalty programs. It also offers consumer loyalty, employee experience, member engagement, channel engagement, and promotional campaigns solutions. In addition, the company provides marketing services, such as design and creative, content creation, and promotional services; travel and incentive programs, including event sourcing; booking of all travel requirement; budget management; delegate registration; delegate concierge comprising changes, updates, and queries; and provides travel handbook. Further, it offers customers, employees, and members rewards solutions, as well as corporate gifting program. The company was formerly known as Mobecom Limited and changed its name to Gratifii Limited in May 2021. Gratifii Limited was founded in 2011 and is headquartered in Surry Hills, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ibiden Co.,Ltd. (TSE:4062)",TSE:4062,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Supplier,Electronic Components,"Ibiden Co.,Ltd. (TSE:4062) - Form Doc","Ibiden Co.,Ltd. provides electronic and ceramics products in Japan, rest of Asia, North America, Europe, and internationally. The company offers IC package substrate for use in personal computers, data centers, and AI applications; motherboard and printed wiring boards; automotive exhaust system components, including diesel particulate filters; substrate holding mats; high temperature insulation materials; and graphite specialty products. It also provides decorative interior laminates for use in residential housing equipment, commercial facilities, offices, and hospitals. In addition, the company engages in the construction and maintenance of the renewable energy facilities; construction business; environmental engineering technology business; medical software package development; sale of information and communication terminals; and sale of welfare vehicles. Further, it engages in the solar and hydroelectric power generation. The company was formerly known as Ibigawa Electric Power Co., Ltd. and changed its name to Ibiden Co.,Ltd. in November 1982. The company was incorporated in 1912 and is headquartered in Ogaki, Japan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JPMorgan Chase Bank, National Association",-,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Creditor,Diversified Banks,"Advanced Micro Devices, Inc. (NasdaqGS:AMD) 2023 Form 10-Q","JPMorgan Chase Bank, National Association operates as a bank that provides banking and financial products and services to private, business, and commercial clients in the United States of America and worldwide. It offers checking, savings, and other accounts; debit and credit cards; home loans; vehicle financing services; insurance products; pension plans; wealth management services; and other banking services to private customers. Its business banking products and services include checking, savings, business, and other accounts; loans and financing services; retirement plans; insurance products; payment and transfer services; foreign exchange services; credit, debit, and other business cards; online banking services; and other banking services. It also offers treasury and payments solutions, credit and financing services, commercial real estate services, international banking services, asset management services, investment banking and advisory services, and other banking services to commercial customers. It serves startups, midsized businesses, large corporations, and commercial real estate customers. JPMorgan Chase Bank, National Association was formerly known as JPMorgan Chase Bank and changed its name to JPMorgan Chase Bank, National Association on November 13, 2004. The company was founded in 1824 and is headquartered in Columbus, Ohio. JPMorgan Chase Bank, National Association operates as a subsidiary of JPMorgan Chase & Co.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King Yuan Electronics Co., Ltd. (TWSE:2449)",TWSE:2449,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Supplier,Semiconductors,"Advanced Micro Devices, Inc. (NasdaqGS:AMD) 2024 Form 10-K","King Yuan Electronics Co., Ltd. engages in the designing, manufacturing, selling, testing, and assembly service of integrated circuits in Taiwan, Asia, North America, and internationally. It offers memory IC test solutions for memory products, such as NOR and NAND flash memory, Mask-ROM, EPROM, EEPROM, DRAM, SDRAM, RDRAM, DDR I and DDR II, SRAM, Pseudo SRAM, and embedded memory products; and consumer electronics testing solutions for games, digital audio, digital TV, set-top box, and others. The company also provides logic and mixed-signal IC test solutions for audio/video, ODD IC's, chipset, xDSL, MB/GB Ethernet, MAC, PHY, BB, MCU, AC/DC converter, embedded controllers, LVDS, USB, firewire, etc.; and liquid crystal display (LCD) driver test solutions for use in high pixel count LCD panels comprising super extended graphics array and ultra-extended graphics array. In addition, it offers CMOS mage, DPS/EMBED DRAM image, charge-coupled device image, high resolution and high speed image, and integration SOC image sensors for cameras, various mobile phones, digital cameras, and digital video recorders; and radio frequency IC test solutions, as well as cellular phone type applications. Further, the company provides system on chip (SOC) test solutions, such as testing, diagnosis, verification, characterization, and debugging services for SOC devices comprising ASIC and ASSP; solutions to test various kinds of multi-mode MEMS devices comprising microphones, gyroscope, acceleration sensor, electronic compass, and pressure sensors; and biochip testing solutions. Additionally, it offers ball grid array, QFN/DFN/WSON, thin small outline, land grid array, eMMC/eMCP/MCP, and memory card package services. The company also manufactures and sells IC burn-in systems and wafer level burn-in systems; manufactures and wholesales electronics parts and components; and offers electronics repairing services. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King Yuan Electronics Co., Ltd. (TWSE:2449)",TWSE:2449,Xilinx Asia Pacific Pte. Ltd.,"Subsidiary/Investment
                         ",Supplier,Semiconductors,"King Yuan Electronics Co., Ltd. (TWSE:2449) 2023 Form Doc","King Yuan Electronics Co., Ltd. engages in the designing, manufacturing, selling, testing, and assembly service of integrated circuits in Taiwan, Asia, North America, and internationally. It offers memory IC test solutions for memory products, such as NOR and NAND flash memory, Mask-ROM, EPROM, EEPROM, DRAM, SDRAM, RDRAM, DDR I and DDR II, SRAM, Pseudo SRAM, and embedded memory products; and consumer electronics testing solutions for games, digital audio, digital TV, set-top box, and others. The company also provides logic and mixed-signal IC test solutions for audio/video, ODD IC's, chipset, xDSL, MB/GB Ethernet, MAC, PHY, BB, MCU, AC/DC converter, embedded controllers, LVDS, USB, firewire, etc.; and liquid crystal display (LCD) driver test solutions for use in high pixel count LCD panels comprising super extended graphics array and ultra-extended graphics array. In addition, it offers CMOS mage, DPS/EMBED DRAM image, charge-coupled device image, high resolution and high speed image, and integration SOC image sensors for cameras, various mobile phones, digital cameras, and digital video recorders; and radio frequency IC test solutions, as well as cellular phone type applications. Further, the company provides system on chip (SOC) test solutions, such as testing, diagnosis, verification, characterization, and debugging services for SOC devices comprising ASIC and ASSP; solutions to test various kinds of multi-mode MEMS devices comprising microphones, gyroscope, acceleration sensor, electronic compass, and pressure sensors; and biochip testing solutions. Additionally, it offers ball grid array, QFN/DFN/WSON, thin small outline, land grid array, eMMC/eMCP/MCP, and memory card package services. The company also manufactures and sells IC burn-in systems and wafer level burn-in systems; manufactures and wholesales electronics parts and components; and offers electronics repairing services. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King Yuan Electronics Co., Ltd. (TWSE:2449)",TWSE:2449,"Xilinx, Inc.","Subsidiary/Investment
                         ",Supplier,Semiconductors,"Xilinx, Inc. 2021 Form 10-K","King Yuan Electronics Co., Ltd. engages in the designing, manufacturing, selling, testing, and assembly service of integrated circuits in Taiwan, Asia, North America, and internationally. It offers memory IC test solutions for memory products, such as NOR and NAND flash memory, Mask-ROM, EPROM, EEPROM, DRAM, SDRAM, RDRAM, DDR I and DDR II, SRAM, Pseudo SRAM, and embedded memory products; and consumer electronics testing solutions for games, digital audio, digital TV, set-top box, and others. The company also provides logic and mixed-signal IC test solutions for audio/video, ODD IC's, chipset, xDSL, MB/GB Ethernet, MAC, PHY, BB, MCU, AC/DC converter, embedded controllers, LVDS, USB, firewire, etc.; and liquid crystal display (LCD) driver test solutions for use in high pixel count LCD panels comprising super extended graphics array and ultra-extended graphics array. In addition, it offers CMOS mage, DPS/EMBED DRAM image, charge-coupled device image, high resolution and high speed image, and integration SOC image sensors for cameras, various mobile phones, digital cameras, and digital video recorders; and radio frequency IC test solutions, as well as cellular phone type applications. Further, the company provides system on chip (SOC) test solutions, such as testing, diagnosis, verification, characterization, and debugging services for SOC devices comprising ASIC and ASSP; solutions to test various kinds of multi-mode MEMS devices comprising microphones, gyroscope, acceleration sensor, electronic compass, and pressure sensors; and biochip testing solutions. Additionally, it offers ball grid array, QFN/DFN/WSON, thin small outline, land grid array, eMMC/eMCP/MCP, and memory card package services. The company also manufactures and sells IC burn-in systems and wafer level burn-in systems; manufactures and wholesales electronics parts and components; and offers electronics repairing services. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediaTek Inc. (TWSE:2454),TWSE:2454,ATI Technologies ULC,"Subsidiary/Investment
                         ",Licensor,Semiconductors,MediaTek Inc. (TWSE:2454) 2024 Form Doc,"MediaTek Inc. engages in the research, development, production, manufacture, and marketing of multimedia integrated circuits (ICs) in Taiwan, rest of Asia, and internationally. It also provides computer peripherals oriented, consumer-oriented, and other ICs for various applications. In addition, the company offers design, test runs, maintenance and repair, and technological consultation services for software and hardware solutions; and sale and delegation patents and circuit layout rights for its ICs products. In addition, it provides research, marketing, and technical services; intellectual property right management services; and general investing services. MediaTek Inc. was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meltwater N.V.,-,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Supplier,Application Software,Meltwater N.V. - Form Doc,"Meltwater N.V., together with its subsidiaries, provides cloud-based news, social media monitoring, and related services in the United States, Europe, the Middle East, Africa, India, the Asia Pacific, Canada, and the rest of the Americas. The company offers subscription-based media intelligence, media relations, social listening and analytics, social media management, consumer intelligence, influencer marketing, sales intelligence, and API and data integration solutions. It serves technology, education, the public sector, retail and consumer goods, and financial services. The company was founded in 2001 and is based in Amsterdam, the Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morgan Stanley Bank, N.A.",-,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Creditor,Regional Banks,"Advanced Micro Devices, Inc. (NasdaqGS:AMD) 2023 Form 10-Q","Morgan Stanley Bank, N.A. operates as a bank. The company offers demand deposits and non-interest bearing time and savings deposits. The company's deposits include deposits in transaction accounts, brokered deposits which represent funds, retail time deposits, individual retirement accounts and Keogh plan time deposits, money market deposit accounts and jumbo deposits. The company offers consumer loans, including credit card loans, revolving credit plans, personal loans and automotive loans. The company offers domestic commercial and industrial loans. Also, the company offers commercial real estate loans for land development and on-site construction of industrial, commercial, residential, or farm buildings in the United States. The company offers real estate-backed residential loans. In addition, it provides commercial loans collateralized by real estate properties. In addition, the company offers loans to other banks, other depository institutions, other associations, companies, and financial intermediaries. It was formerly known as Morgan Stanley Bank and changed its name to Morgan Stanley Bank, N.A. in September 2008. It was founded in 1935 and is headquartered in Salt Lake City, Utah. Morgan Stanley Bank, N.A. operates as a subsidiary of Morgan Stanley Capital Management, LLC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MUFG Bank, Ltd.",-,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Creditor,Diversified Banks,"Advanced Micro Devices, Inc. (NasdaqGS:AMD) 2023 Form 10-Q","MUFG Bank, Ltd. provides various banking and financial products and services to individuals and corporate customers in the Americas, Europe, the Middle East, Africa, Asia, and Oceania. The company operates through the Digital Service Business Unit, Retail & Commercial Banking Business Unit, Japanese Corporate & Investment Banking Business Unit, Global Commercial Banking Business Unit, Global Corporate & Investment Banking Business Unit, Global Markets Business Unit, and other segments. Its Digital Service Business Unit provides financial services to Japanese individual customers and corporate clients Retail & Commercial Banking Business Unit provides financial services to Japanese individual and small to medium-sized corporate customers; Japanese Corporate & Investment Banking Business Unit offers financial services to major Japanese corporate customers; and Global Commercial Banking Business Unit provides financial services to individual and small to medium-sized corporate customers of overseas commercial bank investees, etc. of the group. The company’s Global Corporate & Investment Banking Business Unit offers financial services to major non-Japanese corporations; and Global Markets Business Unit provides services related to foreign currency exchange, funds and investment securities to customers, as well as conducting market transactions and managing liquidity and cash for the group. MUFG Bank, Ltd. was formerly known as The Bank of Tokyo-Mitsubishi UFJ, Ltd. and changed its name to MUFG Bank, Ltd. in April 2018. The company was founded in 1919 and is based in Chiyoda, Japan. MUFG Bank, Ltd. operates as a subsidiary of Mitsubishi UFJ Financial Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parade Technologies, Ltd. (TPEX:4966)",TPEX:4966,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Supplier,Semiconductors,"Parade Technologies, Ltd. (TPEX:4966) 2024 Form Doc","Parade Technologies, Ltd. operates as a fabless semiconductor company in South Korea, China, Taiwan, Japan, and internationally. It engages in the research and development, and marketing and sale of high-speed interface standards, and touch controller and display processing integrated circuit (IC) chips for products used in computers, consumer electronics, and display panels. The company’s products portfolio comprises high-speed interface ICs, including PCI Express/SATA, USBs, DisplayPorts, HDMIs, and protocol converters; display and touch integrated system ICs, such as touch embedded TCONs and source drivers, touch and gate level shifters, embedded DisplayPort timing controllers, display panel source drivers, Tcons with embedded source drivers and touch, touch and display driver integrated products, and DisplayPort LCD monitor controllers; truetouch touch screen controllers; and automotive ICs. Parade Technologies, Ltd. was incorporated in 2005 and is based in Grand Cayman, Cayman Islands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rambus Inc. (NasdaqGS:RMBS),NasdaqGS:RMBS,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Licensor,Semiconductors,Rambus Inc. (NasdaqGS:RMBS) 2024 Form 10-K,"Rambus Inc. provides semiconductor products in the United States, South Korea, Singapore, and internationally. The company offers DDR memory interface chips, including DDR5 and DDR4 memory interface chips to module manufacturers, OEMs, and hyperscalers; silicon IP, such as interface and security IP solutions that move and protect data in advanced data center, government, and automotive applications; and interface IP solutions for high-speed memory and chip-to-chip digital controller IP. It also provides a portfolios of security IP solutions, including crypto cores, hardware roots of trust, high-speed protocol engines, and chip provisioning technologies; and portfolio of patents that covers memory architecture, high-speed serial links, and security products. It markets its products and services through its direct sales force and distributors. Rambus Inc. was incorporated in 1990 and is headquartered in San Jose, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rambus Inc. (NasdaqGS:RMBS),NasdaqGS:RMBS,"Xilinx, Inc.","Subsidiary/Investment
                         ",Licensor,Semiconductors,Rambus Inc. (NasdaqGS:RMBS) 2023 Form 10-K,"Rambus Inc. provides semiconductor products in the United States, South Korea, Singapore, and internationally. The company offers DDR memory interface chips, including DDR5 and DDR4 memory interface chips to module manufacturers, OEMs, and hyperscalers; silicon IP, such as interface and security IP solutions that move and protect data in advanced data center, government, and automotive applications; and interface IP solutions for high-speed memory and chip-to-chip digital controller IP. It also provides a portfolios of security IP solutions, including crypto cores, hardware roots of trust, high-speed protocol engines, and chip provisioning technologies; and portfolio of patents that covers memory architecture, high-speed serial links, and security products. It markets its products and services through its direct sales force and distributors. Rambus Inc. was incorporated in 1990 and is headquartered in San Jose, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabana Industrial Real Estate Investment Trust (SGX:M1GU),SGX:M1GU,Advanced Micro Devices (Singapore) Pte Ltd.,"Subsidiary/Investment
                         ",Landlord,Industrial REITs,Sabana Industrial Real Estate Investment Trust (SGX:M1GU) 2024 Form Doc,"Sabana Industrial REIT was listed on the SGX-ST on 26 November 2010. As at 31 December 2023, Sabana Industrial REIT has a diversified portfolio of 18 quality properties in Singapore, in the high-tech industrial, warehouse and logistics, chemical warehouse and logistics, as well as general industrial sectors. The total assets of the Group amount to more than S$1.0 billion as at 31 December 2023. Sabana Industrial REIT is a constituent of the SGX SREIT Index and MSCI Singapore Micro Cap Index. Sabana Industrial REIT is managed by Sabana Real Estate Investment Management Pte. Ltd. (in its capacity as the Manager of Sabana Industrial REIT) in accordance with the terms of the trust deed dated 29 October 2010 (as amended, varied or supplemented from time to time). Sabana Industrial REIT is a real estate investment trust constituted on 29 October 2010 under the laws of Singapore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,"Advanced Micro Devices, Inc. (NasdaqGS:AMD)","Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Advanced Micro Devices, Inc. (NasdaqGS:AMD) 2024 Form 10-K","Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
